search_term,endpoint_type,rank,doc_id,part_number,sku_name,score,negative_intent,llm_judgment
2 hounds design freedom no pull dog harness,knn,22,167174,140240,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Neon Green, X-Large: 30 to 36-in chest, 1-in wide",1.664757,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,23,155037,127948,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Teal, XX-Large: 34 to 44-in chest, 1-in wide",1.6614635,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,24,136909,109529,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Purple, Small: 18 to 24-in chest, 5/8-in wide",1.6583773,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,25,136920,109540,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Red, Medium: 22 to 28-in chest, 5/8-in wide",1.6578653,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,26,136905,109525,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Royal Blue, Small: 18 to 24-in chest, 5/8-in wide",1.6578107,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,27,167168,140234,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Navy, Large: 28 to 32-in chest, 1-in wide",1.6557307,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,28,136910,109530,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Raspberry, Small: 18 to 24-in chest, 5/8-in wide",1.6543437,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,29,167170,140236,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Neon Orange, Large: 28 to 32-in chest, 1-in wide",1.6527529,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,30,136923,109543,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Royal Blue, Medium: 22 to 28-in chest, 1-in wide",1.652518,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,31,167161,140227,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Burgundy, Medium: 22 to 28-in chest, 1-in wide",1.6484435,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,32,167169,140235,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Neon Green, Large: 28 to 32-in chest, 1-in wide",1.646365,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,33,136921,109541,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Turquoise, Medium: 22 to 28-in chest, 5/8-in wide",1.6422428,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,34,136931,109551,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Black, Large: 28 to 32-in chest, 1-in wide",1.6390457,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,35,136929,109549,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Red, Medium: 22 to 28-in chest, 1-in wide",1.6387775,pull,VIOLATION
2 hounds design freedom no pull dog harness,knn,36,136932,109552,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Royal Blue, Large: 28 to 32-in chest, 1-in wide",1.6374942,pull,VIOLATION
acana grain free,knn,1,121058,93448,"ACANA Free Run Poultry Grain-Free Dry Dog Food, 13-lb bag",1.6718714,grain,COMPLIANT
acana grain free,knn,2,1992478,1992478,"ACANA Free-Run Poultry Wholesome Grains Dry Dog Food, 32-lb bag",1.6661758,grain,VIOLATION
acana grain free,knn,3,285981,259535,"ACANA Singles Limited Ingredient Pork & Squash Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",1.6645386,grain,COMPLIANT
acana grain free,knn,4,121059,93449,"ACANA Free Run Poultry Grain-Free Dry Dog Food, 25-lb bag",1.6574507,grain,COMPLIANT
acana grain free,knn,5,286031,259585,"ACANA Free-Run Poultry Wholesome Grains Dry Dog Food, 4-lb bag",1.65456,grain,VIOLATION
acana grain free,knn,6,285972,259526,"ACANA Singles Limited Ingredient Beef & Pumpkin Grain-Free High-Protein Dry Dog Food, 13-lb bag",1.6489586,grain,COMPLIANT
acana grain free,knn,7,285976,259530,"ACANA Singles Limited Ingredient Lamb & Apple Grain-Free High-Protein Dry Dog Food, 13-lb bag",1.6448883,grain,COMPLIANT
acana grain free,knn,8,286032,259586,"ACANA Free-Run Poultry Wholesome Grains Dry Dog Food, 22.5-lb bag",1.6442451,grain,VIOLATION
acana grain free,knn,9,1992526,1992526,"ACANA Red Meat Grain-Free Dry Dog Food, 32-lb bag",1.6414827,grain,COMPLIANT
acana grain free,knn,10,121069,93459,"ACANA Red Meat Grain-Free Dry Dog Food, 13-lb bag",1.6364375,grain,COMPLIANT
acana grain free,knn,11,121057,93447,"ACANA Free Run Poultry Grain-Free Dry Dog Food, 4.5-lb bag",1.6324677,grain,COMPLIANT
acana grain free,knn,12,285979,259533,"ACANA Singles Limited Ingredient Pork & Squash Grain-Free High-Protein Dry Dog Food, 4.5-lb bag",1.6302528,grain,COMPLIANT
acana grain free,knn,13,286007,259561,"ACANA Singles Limited Ingredient Duck & Pear Grain-Free High-Protein Dry Dog Food, 13-lb bag",1.6248729,grain,COMPLIANT
acana grain free,knn,14,285973,259527,"ACANA Singles Limited Ingredient Beef & Pumpkin Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",1.6241717,grain,COMPLIANT
acana grain free,knn,15,287325,260879,"ACANA Singles Beef & Pumpkin Grain-Free Limited Ingredients & Freeze-Dried Dog Treats, 3.25-oz bag",1.6226052,grain,COMPLIANT
acana grain free,knn,16,287324,260878,"ACANA Singles Beef & Pumpkin Grain-Free Limited Ingredients & Freeze-Dried Dog Treats, 1.25-oz bag",1.6203163,grain,COMPLIANT
acana grain free,knn,17,285977,259531,"ACANA Singles Limited Ingredient Lamb & Apple Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",1.6175842,grain,COMPLIANT
acana grain free,knn,18,126819,99267,"ACANA Singles Lamb & Apple Grain-Free Limited Ingredients & Freeze-Dried Dog Treats, 1.25-oz bag",1.6101446,grain,COMPLIANT
acana grain free,knn,19,126820,99268,"ACANA Singles Lamb & Apple Grain-Free Limited Ingredients & Freeze-Dried Dog Treats, 3.25-oz bag",1.610127,grain,COMPLIANT
acana grain free,knn,20,121070,93460,"ACANA Red Meat Grain-Free Dry Dog Food, 25-lb bag",1.6099637,grain,COMPLIANT
acana grain free,knn,21,121068,93458,"ACANA Red Meat Grain-Free Dry Dog Food, 4.5-lb bag",1.6043103,grain,COMPLIANT
acana grain free,knn,22,286019,259573,"ACANA Limited Ingredient Duck & Pumpkin Wholesome Grains Dry Dog Food, 4-lb bag",1.6004323,grain,VIOLATION
acana grain free,knn,23,286011,259565,"ACANA Puppy Grain-Free Dry Dog Food, 13-lb bag",1.5992156,grain,COMPLIANT
acana grain free,knn,24,286008,259562,"ACANA Singles Limited Ingredient Duck & Pear Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",1.5966547,grain,COMPLIANT
acana grain free,knn,25,285971,259525,"ACANA Singles Limited Ingredient Beef & Pumpkin Grain-Free High-Protein Dry Dog Food, 4.5-lb bag",1.592171,grain,COMPLIANT
acana grain free,knn,26,285975,259529,"ACANA Singles Limited Ingredient Lamb & Apple Grain-Free High-Protein Dry Dog Food, 4.5-lb bag",1.586171,grain,COMPLIANT
acana grain free,knn,27,286022,259576,"ACANA Limited Ingredient Lamb & Pumpkin Wholesome Grains Dry Dog Food, 4-lb bag",1.5847307,grain,VIOLATION
acana grain free,knn,28,285990,259544,"ACANA Light & Fit Grain-Free Dry Dog Food, 13-lb bag",1.5840337,grain,VIOLATION
acana grain free,knn,29,286023,259577,"ACANA Limited Ingredient Lamb & Pumpkin Wholesome Grains Dry Dog Food, 22.5-lb bag",1.5832976,grain,VIOLATION
acana grain free,knn,30,121065,93455,"ACANA Freshwater Fish Grain-Free Dry Dog Food, 13-lb bag",1.5793548,grain,COMPLIANT
acana grain free,knn,31,286006,259560,"ACANA Singles Limited Ingredient Duck & Pear Grain-Free High-Protein Dry Dog Food, 4.5-lb bag",1.5771072,grain,COMPLIANT
acana grain free,knn,32,826558,826558,"ACANA Butcher's Favorites Grain-Free Free-Run Poultry & Liver Dry Dog Food, 4-lb bag",1.5761386,grain,COMPLIANT
acana grain free,knn,33,286020,259574,"ACANA Limited Ingredient Duck & Pumpkin Wholesome Grains Dry Dog Food, 22.5-lb bag",1.5761184,grain,VIOLATION
acana grain free,knn,34,774414,774414,ACANA Premium Chunks Poultry Recipe in Bone Broth Wet Food + Free-Run Poultry Recipe + Wholesome Grains Dry Dog Food,1.5761044,grain,VIOLATION
acana grain free,knn,35,286012,259566,"ACANA Puppy Grain-Free Dry Dog Food, 25-lb bag",1.570178,grain,COMPLIANT
acana grain free,knn,36,121066,93456,"ACANA Freshwater Fish Grain-Free Dry Dog Food, 25-lb bag",1.561435,grain,COMPLIANT
acana grain free cat,knn,1,1442862,1442862,"ACANA Grasslands Grain-Free Dry Cat Food, 20-lb bundle ",1.5695846,grain,COMPLIANT
acana grain free cat,knn,2,638214,638214,"ACANA Senior Entree Chicken & Turkey Dry Cat Food, 10-lb bag",1.5606331,grain,VIOLATION
acana grain free cat,knn,3,638206,638206,"ACANA Senior Entree Chicken & Turkey Dry Cat Food, 4-lb bag",1.5584438,grain,COMPLIANT
acana grain free cat,knn,4,285993,259547,"ACANA Grasslands Chicken Duck Turkey Fish & Quail Grain-Free Dry Cat Food, 4-lb bag",1.5578953,grain,COMPLIANT
acana grain free cat,knn,5,285994,259548,"ACANA Grasslands Chicken Duck Turkey Fish & Quail Grain-Free Dry Cat Food, 10-lb bag",1.5554235,grain,COMPLIANT
acana grain free cat,knn,6,3616318,3616318,"ACANA Market Medley Chicken, Trout & Salmon Recipe with Freeze-Dried Morsels Made with Chicken & Cranberry Grain-Free Indoor Adult Dry Cat Food, 3.5-lb bag",1.5550879,grain,COMPLIANT
acana grain free cat,knn,7,1026326,1026326,"ACANA Indoor Cat Highest Protein Dry Cat Food, 10-lb bag",1.5502274,grain,UNCLEAR
acana grain free cat,knn,8,1026318,1026318,"ACANA Indoor Cat Highest Protein Dry Cat Food, 4-lb bag",1.5464597,grain,UNCLEAR
acana grain free cat,knn,9,1556638,1556638,"ACANA Salmon & Chicken + Chicken & Tuna Variety Pack Chunks in Broth Wet Cat Food, 3-oz can, case of 12",1.5394619,grain,COMPLIANT
acana grain free cat,knn,10,1877502,1877502,"ACANA Salmon & Chicken + Lamb & Kidney Variety Pack Chunks in Broth Wet Cat Food, 3-oz can, case of 12",1.5356644,grain,COMPLIANT
acana grain free cat,knn,11,3616326,3616326,"ACANA Market Medley Chicken, Trout & Salmon Recipe with Freeze-Dried Morsels Made with Chicken & Cranberry Grain-Free Indoor Adult Dry Cat Food, 9-lb bag",1.5321809,grain,COMPLIANT
acana grain free cat,knn,12,1442942,1442942,"ACANA Wild Atlantic Grain-Free Dry Cat Food, 20-lb bundle ",1.5249069,grain,VIOLATION
acana grain free cat,knn,13,285996,259550,"ACANA Meadowlands Chicken Turkey Fish & Cage-Free Eggs Grain-Free Dry Cat Food, 4-lb bag",1.5181954,grain,COMPLIANT
acana grain free cat,knn,14,285997,259551,"ACANA Meadowlands Chicken Turkey Fish & Cage-Free Eggs Grain-Free Dry Cat Food, 10-lb bag",1.5144498,grain,COMPLIANT
acana grain free cat,knn,15,285968,259522,"ACANA Wild Atlantic Saltwater Fish with Freeze-Dried Liver Grain-Free Dry Cat Food, 4-lb bag",1.5026654,grain,COMPLIANT
acana grain free cat,knn,16,285969,259523,"ACANA Wild Atlantic Saltwater Fish with Freeze-Dried Liver Grain-Free Dry Cat Food, 10-lb bag",1.5011201,grain,COMPLIANT
acana grain free cat,knn,17,1556670,1556670,"ACANA Kittens First Feast Chicken & Fish Dry Cat Food, 7-lb bag",1.4939601,grain,COMPLIANT
acana grain free cat,knn,18,1026302,1026302,"ACANA Premium Variety Pack Salmon, Chicken & Tuna Pate in Bone Broth Wet Cat Food, 3-oz can, case of 12",1.4937437,grain,UNCLEAR
acana grain free cat,knn,19,1272406,1272406,"ACANA Salmon & Chicken Chunks in Broth Wet Cat Food, 3-oz can, case of 12",1.4934368,grain,UNCLEAR
acana grain free cat,knn,20,1310726,1310726,"ACANA Variety Pack Lickables Cat Treats, 4-oz pouch, 8 count",1.4895761,grain,UNCLEAR
acana grain free cat,knn,21,1026366,1026366,"ACANA Indoor Entree Fish Dry Cat Food, 10-lb bag",1.4836173,grain,VIOLATION
acana grain free cat,knn,22,1556462,1556462,"ACANA Salmon & Chicken Chunks in Broth Wet Cat Food, 5.5-oz can, case of 6",1.4803102,grain,UNCLEAR
acana grain free cat,knn,23,286014,259568,"ACANA Kittens First Feast Chicken & Fish Dry Cat Food, 4-lb bag",1.4800214,grain,COMPLIANT
acana grain free cat,knn,24,1026358,1026358,"ACANA Indoor Entree Fish Dry Cat Food, 4-lb bag",1.4799354,grain,UNCLEAR
acana grain free cat,knn,25,774342,774342,ACANA Chicken + Tuna Recipe in Bone Broth Wet Food + First Feast High-Protein Kitten Dry Cat Food,1.4776111,grain,UNCLEAR
acana grain free cat,knn,26,3616278,3616278,"ACANA Market Medley Duck, Chicken & Turkey Recipe with Freeze-Dried Morsels Made with Duck & Cranberry Grain-Free Dry Cat Food, 3.5-lb bag",1.4772549,grain,COMPLIANT
acana grain free cat,knn,27,1376526,1376526,"ACANA Chicken Natural Recipe Lickable Cat Treats, 2.5-oz pouch, 50 count bundle ",1.4741355,grain,COMPLIANT
acana grain free cat,knn,28,1376510,1376510,"ACANA Variety 8 Pack Natural Recipe Lickable Cat Treats, 2.5-oz pouch, 40 count bundle ",1.473752,grain,UNCLEAR
acana grain free cat,knn,29,774446,774446,ACANA Lamb + Lamb Liver in Bone Broth Wet Food + Indoor Entrée Dry Cat Food,1.4669499,grain,UNCLEAR
acana grain free cat,knn,30,1376542,1376542,"ACANA Tuna Natural Recipe Lickable Cat Treats, 2.5-oz pouch, 50 count bundle ",1.4662104,grain,COMPLIANT
acana grain free cat,knn,31,1556510,1556510,"ACANA Chicken & Tuna Chunks in Broth Wet Cat Food, 5.5-oz can, case of 6",1.4645691,grain,UNCLEAR
acana grain free cat,knn,32,1310750,1310750,"ACANA Chicken Lickables Cat Treats, 2.5-oz pouch, 5 count",1.4638813,grain,COMPLIANT
acana grain free cat,knn,33,1272422,1272422,"ACANA Chicken & Tuna Chunks in Broth Wet Cat Food, 3-oz can, case of 12",1.4638147,grain,COMPLIANT
acana grain free cat,knn,34,3616286,3616286,"ACANA Market Medley Duck, Chicken & Turkey Recipe with Freeze-Dried Morsels Made with Duck & Cranberry Grain-Free Dry Cat Food, 9-lb bag",1.4578593,grain,COMPLIANT
acana grain free cat,knn,35,1376534,1376534,"ACANA Chicken & Tuna Natural Recipe Lickable Cat Treats, 2.5-oz pouch, 50 count bundle ",1.4560046,grain,UNCLEAR
acana grain free cat,knn,36,1877534,1877534,"ACANA Premium Chicken & Fish + Beef Chicken & Tuna Variety Pack Pate in Bone Broth Wet Cat Food, 3-oz can, case of 12",1.4540939,grain,UNCLEAR
acana grain-free food for dogs,knn,1,285981,259535,"ACANA Singles Limited Ingredient Pork & Squash Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",1.7300907,grain,COMPLIANT
acana grain-free food for dogs,knn,2,121058,93448,"ACANA Free Run Poultry Grain-Free Dry Dog Food, 13-lb bag",1.7293184,grain,VIOLATION
acana grain-free food for dogs,knn,3,121069,93459,"ACANA Red Meat Grain-Free Dry Dog Food, 13-lb bag",1.7278107,grain,COMPLIANT
acana grain-free food for dogs,knn,4,285972,259526,"ACANA Singles Limited Ingredient Beef & Pumpkin Grain-Free High-Protein Dry Dog Food, 13-lb bag",1.726563,grain,COMPLIANT
acana grain-free food for dogs,knn,5,1992526,1992526,"ACANA Red Meat Grain-Free Dry Dog Food, 32-lb bag",1.7246586,grain,COMPLIANT
acana grain-free food for dogs,knn,6,121059,93449,"ACANA Free Run Poultry Grain-Free Dry Dog Food, 25-lb bag",1.713095,grain,COMPLIANT
acana grain-free food for dogs,knn,7,121070,93460,"ACANA Red Meat Grain-Free Dry Dog Food, 25-lb bag",1.7091646,grain,COMPLIANT
acana grain-free food for dogs,knn,8,285979,259533,"ACANA Singles Limited Ingredient Pork & Squash Grain-Free High-Protein Dry Dog Food, 4.5-lb bag",1.7082417,grain,COMPLIANT
acana grain-free food for dogs,knn,9,1992478,1992478,"ACANA Free-Run Poultry Wholesome Grains Dry Dog Food, 32-lb bag",1.7059145,grain,VIOLATION
acana grain-free food for dogs,knn,10,285973,259527,"ACANA Singles Limited Ingredient Beef & Pumpkin Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",1.6988865,grain,COMPLIANT
acana grain-free food for dogs,knn,11,121068,93458,"ACANA Red Meat Grain-Free Dry Dog Food, 4.5-lb bag",1.6887163,grain,COMPLIANT
acana grain-free food for dogs,knn,12,285976,259530,"ACANA Singles Limited Ingredient Lamb & Apple Grain-Free High-Protein Dry Dog Food, 13-lb bag",1.6838822,grain,COMPLIANT
acana grain-free food for dogs,knn,13,286031,259585,"ACANA Free-Run Poultry Wholesome Grains Dry Dog Food, 4-lb bag",1.6829842,grain,VIOLATION
acana grain-free food for dogs,knn,14,121057,93447,"ACANA Free Run Poultry Grain-Free Dry Dog Food, 4.5-lb bag",1.6793528,grain,COMPLIANT
acana grain-free food for dogs,knn,15,285971,259525,"ACANA Singles Limited Ingredient Beef & Pumpkin Grain-Free High-Protein Dry Dog Food, 4.5-lb bag",1.6773005,grain,COMPLIANT
acana grain-free food for dogs,knn,16,121065,93455,"ACANA Freshwater Fish Grain-Free Dry Dog Food, 13-lb bag",1.6664926,grain,VIOLATION
acana grain-free food for dogs,knn,17,286032,259586,"ACANA Free-Run Poultry Wholesome Grains Dry Dog Food, 22.5-lb bag",1.6607534,grain,VIOLATION
acana grain-free food for dogs,knn,18,286007,259561,"ACANA Singles Limited Ingredient Duck & Pear Grain-Free High-Protein Dry Dog Food, 13-lb bag",1.6530359,grain,VIOLATION
acana grain-free food for dogs,knn,19,121066,93456,"ACANA Freshwater Fish Grain-Free Dry Dog Food, 25-lb bag",1.6489577,grain,COMPLIANT
acana grain-free food for dogs,knn,20,285990,259544,"ACANA Light & Fit Grain-Free Dry Dog Food, 13-lb bag",1.6485393,grain,COMPLIANT
acana grain-free food for dogs,knn,21,285977,259531,"ACANA Singles Limited Ingredient Lamb & Apple Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",1.6450293,grain,COMPLIANT
acana grain-free food for dogs,knn,22,286011,259565,"ACANA Puppy Grain-Free Dry Dog Food, 13-lb bag",1.6435328,grain,COMPLIANT
acana grain-free food for dogs,knn,23,286019,259573,"ACANA Limited Ingredient Duck & Pumpkin Wholesome Grains Dry Dog Food, 4-lb bag",1.628484,grain,VIOLATION
acana grain-free food for dogs,knn,24,286022,259576,"ACANA Limited Ingredient Lamb & Pumpkin Wholesome Grains Dry Dog Food, 4-lb bag",1.6265028,grain,VIOLATION
acana grain-free food for dogs,knn,25,286008,259562,"ACANA Singles Limited Ingredient Duck & Pear Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",1.6257184,grain,VIOLATION
acana grain-free food for dogs,knn,26,285991,259545,"ACANA Light & Fit Grain-Free Dry Dog Food, 25-lb bag",1.6229801,grain,VIOLATION
acana grain-free food for dogs,knn,27,285975,259529,"ACANA Singles Limited Ingredient Lamb & Apple Grain-Free High-Protein Dry Dog Food, 4.5-lb bag",1.6223717,grain,COMPLIANT
acana grain-free food for dogs,knn,28,121064,93454,"ACANA Freshwater Fish Grain-Free Dry Dog Food, 4.5-lb bag",1.6167849,grain,COMPLIANT
acana grain-free food for dogs,knn,29,286023,259577,"ACANA Limited Ingredient Lamb & Pumpkin Wholesome Grains Dry Dog Food, 22.5-lb bag",1.6156709,grain,VIOLATION
acana grain-free food for dogs,knn,30,286012,259566,"ACANA Puppy Grain-Free Dry Dog Food, 25-lb bag",1.6118166,grain,COMPLIANT
acana grain-free food for dogs,knn,31,286006,259560,"ACANA Singles Limited Ingredient Duck & Pear Grain-Free High-Protein Dry Dog Food, 4.5-lb bag",1.6111941,grain,VIOLATION
acana grain-free food for dogs,knn,32,287325,260879,"ACANA Singles Beef & Pumpkin Grain-Free Limited Ingredients & Freeze-Dried Dog Treats, 3.25-oz bag",1.6043701,grain,COMPLIANT
acana grain-free food for dogs,knn,33,287324,260878,"ACANA Singles Beef & Pumpkin Grain-Free Limited Ingredients & Freeze-Dried Dog Treats, 1.25-oz bag",1.6023594,grain,COMPLIANT
acana grain-free food for dogs,knn,34,285989,259543,"ACANA Light & Fit Grain-Free Dry Dog Food, 4.5-lb bag",1.6014438,grain,VIOLATION
acana grain-free food for dogs,knn,35,774414,774414,ACANA Premium Chunks Poultry Recipe in Bone Broth Wet Food + Free-Run Poultry Recipe + Wholesome Grains Dry Dog Food,1.5999385,grain,VIOLATION
acana grain-free food for dogs,knn,36,286020,259574,"ACANA Limited Ingredient Duck & Pumpkin Wholesome Grains Dry Dog Food, 22.5-lb bag",1.5999207,grain,VIOLATION
adjustable no pull harness,knn,1,304281,277880,"Frisco Basic No Pull Harness, Navy/Blue, XL",1.7052765,pull,VIOLATION
adjustable no pull harness,knn,2,304279,277878,"Frisco Basic No Pull Harness, Navy/Blue, MD",1.6761532,pull,VIOLATION
adjustable no pull harness,knn,3,304280,277879,"Frisco Basic No Pull Harness, Navy/Blue, LG",1.6662321,pull,VIOLATION
adjustable no pull harness,knn,4,304273,277872,"Frisco Basic No Pull Harness, Black/Gray, SM",1.660722,pull,VIOLATION
adjustable no pull harness,knn,5,304291,277890,"Frisco Basic No Pull Harness, Black/Purple, XL",1.6591256,pull,VIOLATION
adjustable no pull harness,knn,6,304274,277873,"Frisco Basic No Pull Harness, Black/Gray, MD",1.6549816,pull,VIOLATION
adjustable no pull harness,knn,7,3279750,3279750,"Puppia Amatus A Over-The-Head Adjustable No-Pull Dog Harness, Beige, Large",1.6521697,pull,VIOLATION
adjustable no pull harness,knn,8,304275,277874,"Frisco Basic No Pull Harness, Black/Gray, LG",1.6495591,pull,VIOLATION
adjustable no pull harness,knn,9,3279782,3279782,"Puppia Amatus A Over-The-Head Adjustable No-Pull Dog Harness, Black, Large",1.6477319,pull,VIOLATION
adjustable no pull harness,knn,10,304286,277885,"Frisco Basic No Pull Harness, Pink/Gray, XL",1.6448627,pull,VIOLATION
adjustable no pull harness,knn,11,304284,277883,"Frisco Basic No Pull Harness, Pink/Gray, MD",1.640094,pull,VIOLATION
adjustable no pull harness,knn,12,3280046,3280046,"Puppia Terry Over-The-Head Adjustable No-Pull Dog Harness, Grey, Large",1.6263093,pull,VIOLATION
adjustable no pull harness,knn,13,1016822,1016822,"WildHound No-Pull Premium Martingale Dog Harness, Olive, Medium",1.6181867,pull,VIOLATION
adjustable no pull harness,knn,14,3279758,3279758,"Puppia Amatus A Over-The-Head Adjustable No-Pull Dog Harness, Beige, Medium",1.6151216,pull,VIOLATION
adjustable no pull harness,knn,15,1016830,1016830,"WildHound No-Pull Premium Martingale Dog Harness, Olive, Large",1.6139075,pull,VIOLATION
adjustable no pull harness,knn,16,3279774,3279774,"Puppia Amatus A Over-The-Head Adjustable No-Pull Dog Harness, Beige, X-Large",1.613754,pull,VIOLATION
