search_term,endpoint_type,rank,doc_id,part_number,sku_name,score
acana grain free,lexical,29,741334,741334,"ACANA Premium Pate Puppy in Bone Broth Grain-Free Wet Dog Food, 12.8-oz can, case of 12",366.27975
acana grain free,lexical,30,285994,259548,"ACANA Grasslands Chicken Duck Turkey Fish & Quail Grain-Free Dry Cat Food, 10-lb bag",366.03497
acana grain free,lexical,31,1106918,1106918,"ACANA Premium Pate Beef in Bone Broth Grain-Free Wet Dog Food, 12.8-oz, case of 12",365.44547
acana grain free,lexical,32,741190,741190,"ACANA Free-Run Turkey Morsels Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 8-oz bag",364.81085
acana grain free,lexical,33,741158,741158,"ACANA Free-Run Chicken Morsels Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 8-oz bag",364.47015
acana grain free,lexical,34,741142,741142,"ACANA Free-Run Duck Patties Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 14-oz bag",364.19785
acana grain free,lexical,35,1107166,1107166,"ACANA Premium Pate Lamb in Bone Broth Grain-Free Wet Dog Food, 12.8-oz, case of 12",364.056
acana grain free,lexical,36,741238,741238,"ACANA Ranch-Raised Beef Patties Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 14-oz bag",362.6204
acana grain free cat,lexical,1,285997,259551,"ACANA Meadowlands Chicken Turkey Fish & Cage-Free Eggs Grain-Free Dry Cat Food, 10-lb bag",462.00406
acana grain free cat,lexical,2,285969,259523,"ACANA Wild Atlantic Saltwater Fish with Freeze-Dried Liver Grain-Free Dry Cat Food, 10-lb bag",423.26205
acana grain free cat,lexical,3,285994,259548,"ACANA Grasslands Chicken Duck Turkey Fish & Quail Grain-Free Dry Cat Food, 10-lb bag",406.49612
acana grain free cat,lexical,4,3616278,3616278,"ACANA Market Medley Duck, Chicken & Turkey Recipe with Freeze-Dried Morsels Made with Duck & Cranberry Grain-Free Dry Cat Food, 3.5-lb bag",311.50833
acana grain free cat,lexical,5,3616318,3616318,"ACANA Market Medley Chicken, Trout & Salmon Recipe with Freeze-Dried Morsels Made with Chicken & Cranberry Grain-Free Indoor Adult Dry Cat Food, 3.5-lb bag",311.50833
acana grain free cat,lexical,6,285987,259541,"ACANA Bountiful Catch Salmon Catfish & Herring Dry Cat Food, 10-lb bag",133.94229
acana grain free cat,lexical,7,1026302,1026302,"ACANA Premium Variety Pack Salmon, Chicken & Tuna Pate in Bone Broth Wet Cat Food, 3-oz can, case of 12",130.13757
acana grain free cat,lexical,8,1310726,1310726,"ACANA Variety Pack Lickables Cat Treats, 4-oz pouch, 8 count",124.630264
acana grain free cat,lexical,9,1026326,1026326,"ACANA Indoor Cat Highest Protein Dry Cat Food, 10-lb bag",122.94866
acana grain free cat,lexical,10,777398,777398,"ACANA Premium Lamb & Lamb in Bone Broth Liver Pate Wet Cat Food, 5.5-oz can, case of 12",122.56462
acana grain free cat,lexical,11,1310750,1310750,"ACANA Chicken Lickables Cat Treats, 2.5-oz pouch, 5 count",119.88485
acana grain free cat,lexical,12,1310718,1310718,"ACANA Salmon Lickables Cat Treats, 2.5-oz pouch, 5 count",119.09424
acana grain free cat,lexical,13,741062,741062,"ACANA Premium Chicken & Tuna in Bone Broth Pate Kitten Wet Cat Food, 3-oz can, case of 24",118.65431
acana grain free cat,lexical,14,1310702,1310702,"ACANA Chicken & Tuna Lickables Cat Treats, 2.5-oz pouch, 5 count",118.16414
acana grain free cat,lexical,15,777382,777382,"ACANA Premium Salmon & Chicken in Bone Broth Pate Wet Cat Food, 5.5-oz can, case of 12",117.94962
acana grain free cat,lexical,16,1272398,1272398,"ACANA Lamb & Kidney Chunks in Broth Wet Cat Food, 3-oz can, case of 12",117.911575
acana grain free cat,lexical,17,1310734,1310734,"ACANA Tuna Lickables Cat Treats, 2.5-oz pouch, 5 count",116.95618
acana grain free cat,lexical,18,1877518,1877518,"ACANA Premium Beef Chicken & Tuna + Lamb Variety Pack Pate in Bone Broth Wet Cat Food, 3-oz can, case of 12",116.61843
acana grain free cat,lexical,19,777350,777350,"ACANA Premium Beef Chicken & Tuna in Bone Broth Pate Wet Cat Food Recipe, 5.5-oz can, case of 12",116.036575
acana grain free cat,lexical,20,777334,777334,"ACANA Premium Tuna & Chicken in Bone Broth Pate Wet Cat Food, 5.5-oz can, case of 12",115.56474
acana grain free cat,lexical,21,1877502,1877502,"ACANA Salmon & Chicken + Lamb & Kidney Variety Pack Chunks in Broth Wet Cat Food, 3-oz can, case of 12",115.25107
acana grain free cat,lexical,22,1272438,1272438,"ACANA Chicken & Salmon Chunks in Broth for Kittens Wet Cat Food, 3-oz can, case of 12",114.88804
acana grain free cat,lexical,23,1877534,1877534,"ACANA Premium Chicken & Fish + Beef Chicken & Tuna Variety Pack Pate in Bone Broth Wet Cat Food, 3-oz can, case of 12",114.56871
acana grain free cat,lexical,24,777366,777366,"ACANA Premium Chicken & Fish in Bone Broth Pate Wet Cat Food, 5.5-oz can, case of 12",113.19882
acana grain free cat,lexical,25,1272406,1272406,"ACANA Salmon & Chicken Chunks in Broth Wet Cat Food, 3-oz can, case of 12",112.65568
acana grain free cat,lexical,26,1272422,1272422,"ACANA Chicken & Tuna Chunks in Broth Wet Cat Food, 3-oz can, case of 12",112.323105
acana grain free cat,lexical,27,1272446,1272446,"ACANA Beef & Tuna Chunks in Broth Wet Cat Food, 3-oz can, case of 12",111.80972
acana grain free cat,lexical,28,774342,774342,ACANA Chicken + Tuna Recipe in Bone Broth Wet Food + First Feast High-Protein Kitten Dry Cat Food,97.690926
acana grain free cat,lexical,29,774446,774446,ACANA Lamb + Lamb Liver in Bone Broth Wet Food + Indoor Entrée Dry Cat Food,96.90806
acana grain free cat,lexical,30,774374,774374,ACANA Tuna + Chicken in Bone Broth Wet Food + Wild Atlantic Dry Cat Food,96.47557
acana grain free cat,lexical,31,774382,774382,ACANA Salmon + Chicken in Bone Broth Wet Food + Bountiful Catch High-Protein Dry Cat Food,96.47557
acana grain-free food for dogs,lexical,1,121070,93460,"ACANA Red Meat Grain-Free Dry Dog Food, 25-lb bag",658.8869
acana grain-free food for dogs,lexical,2,286008,259562,"ACANA Singles Limited Ingredient Duck & Pear Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",636.92444
acana grain-free food for dogs,lexical,3,285977,259531,"ACANA Singles Limited Ingredient Lamb & Apple Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",635.72687
acana grain-free food for dogs,lexical,4,285973,259527,"ACANA Singles Limited Ingredient Beef & Pumpkin Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",631.7054
acana grain-free food for dogs,lexical,5,285991,259545,"ACANA Light & Fit Grain-Free Dry Dog Food, 25-lb bag",619.6024
acana grain-free food for dogs,lexical,6,121066,93456,"ACANA Freshwater Fish Grain-Free Dry Dog Food, 25-lb bag",618.4472
acana grain-free food for dogs,lexical,7,121059,93449,"ACANA Free Run Poultry Grain-Free Dry Dog Food, 25-lb bag",617.5776
acana grain-free food for dogs,lexical,8,826590,826590,"ACANA Butcher's Favorites Grain-Free Farm-Raised Beef & Liver Dry Dog Food, 17-lb bag",599.9749
acana grain-free food for dogs,lexical,9,979758,979758,"ACANA Premium Beef & Lamb Chunks in Bone Broth Variety Pack Grain-Free Wet Dog Food, 12.8-oz can, case of 6",591.0953
acana grain-free food for dogs,lexical,10,826614,826614,"ACANA Butcher's Favorites Grain-Free Wild-Caught Salmon Dry Dog Food, 17-lb bag",590.4
acana grain-free food for dogs,lexical,11,123882,96309,"ACANA Wild Atlantic Highest Protein Grain-Free Dry Dog Food, 25-lb bag",579.076
acana grain-free food for dogs,lexical,12,741222,741222,"ACANA Ranch-Raised Beef Morsels Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 8-oz bag",577.99066
acana grain-free food for dogs,lexical,13,285981,259535,"ACANA Singles Limited Ingredient Pork & Squash Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",576.6759
acana grain-free food for dogs,lexical,14,286012,259566,"ACANA Puppy Grain-Free Dry Dog Food, 25-lb bag",576.5868
acana grain-free food for dogs,lexical,15,123873,96300,"ACANA Meadowland Highest Protein Grain-Free Dry Dog Food, 25-lb bag",565.3646
acana grain-free food for dogs,lexical,16,741254,741254,"ACANA Premium Chunks Beef in Bone Broth Grain-Free Wet Dog Food, 12.8-oz can, case of 12",564.1962
acana grain-free food for dogs,lexical,17,741286,741286,"ACANA Premium Chunks Lamb in Bone Broth Grain-Free Wet Dog Food, 12.8-oz can, case of 12",557.84485
acana grain-free food for dogs,lexical,18,826566,826566,"ACANA Butcher's Favorites Grain-Free Free-Run Poultry & Liver Dry Dog Food, 17-lb bag",557.3862
acana grain-free food for dogs,lexical,19,741270,741270,"ACANA Premium Chunks Duck in Bone Broth Grain-Free Wet Dog Food, 12.8-oz can, case of 12",554.46747
acana grain-free food for dogs,lexical,20,741318,741318,"ACANA Premium Chunks Poultry in Bone Broth Grain-Free Wet Dog Food, 12.8-oz can, case of 12",552.8945
acana grain-free food for dogs,lexical,21,123893,96320,"ACANA Appalachian Ranch Highest Protein Grain-Free Dry Dog Food, 25-lb bag",549.0909
acana grain-free food for dogs,lexical,22,741334,741334,"ACANA Premium Pate Puppy in Bone Broth Grain-Free Wet Dog Food, 12.8-oz can, case of 12",545.04663
acana grain-free food for dogs,lexical,23,1106918,1106918,"ACANA Premium Pate Beef in Bone Broth Grain-Free Wet Dog Food, 12.8-oz, case of 12",544.0639
acana grain-free food for dogs,lexical,24,1107166,1107166,"ACANA Premium Pate Lamb in Bone Broth Grain-Free Wet Dog Food, 12.8-oz, case of 12",541.9953
acana grain-free food for dogs,lexical,25,741238,741238,"ACANA Ranch-Raised Beef Patties Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 14-oz bag",539.6005
acana grain-free food for dogs,lexical,26,741302,741302,"ACANA Premium Chunks Pork in Bone Broth Grain-Free Wet Dog Food, 12.8-oz can, case of 12",538.7172
acana grain-free food for dogs,lexical,27,741126,741126,"ACANA Free-Run Duck Morsels Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 8-oz bag",536.8645
acana grain-free food for dogs,lexical,28,1877470,1877470,"ACANA Premium Beef & Poultry Chunks in Bone Broth Variety Pack Grain-Free Wet Dog Food, 12.8-oz cans, case of 6",533.6678
acana grain-free food for dogs,lexical,29,1877390,1877390,"ACANA Premium Lamb & Duck Chunks in Bone Broth Variety Pack Grain-Free Wet Dog Food, 12.8-oz can, case of 6",533.5857
acana grain-free food for dogs,lexical,30,1877398,1877398,"ACANA Premium Beef & Poultry Pate in Bone Broth Variety Pack Grain-Free Wet Dog Food, 12.8-oz can, case of 6",528.6124
acana grain-free food for dogs,lexical,31,741190,741190,"ACANA Free-Run Turkey Morsels Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 8-oz bag",525.5157
acana grain-free food for dogs,lexical,32,1107054,1107054,"ACANA Premium Pate Duck in Bone Broth Grain-Free Wet Dog Food, 12.8-oz, case of 12",525.103
acana grain-free food for dogs,lexical,33,741158,741158,"ACANA Free-Run Chicken Morsels Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 8-oz bag",525.0249
acana grain-free food for dogs,lexical,34,741142,741142,"ACANA Free-Run Duck Patties Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 14-oz bag",524.6326
acana grain-free food for dogs,lexical,35,1106974,1106974,"ACANA Premium Pate Poultry in Bone Broth Grain-Free Wet Dog Food, 12.8-oz, case of 12",517.7579
acana grain-free food for dogs,lexical,36,741206,741206,"ACANA Free-Run Turkey Patties Grain-Free High-Protein Freeze-Dried Dog Food & Topper, 14-oz bag",515.0764
adjustable no pull harness,lexical,1,857182,857182,"Vila Adjustable Reflective No Pull Dog Harness, Black, Large, 17 to 34-in chest",397.87384
adjustable no pull harness,lexical,2,3279758,3279758,"Puppia Amatus A Over-The-Head Adjustable No-Pull Dog Harness, Beige, Medium",390.0134
adjustable no pull harness,lexical,3,3279262,3279262,"Puppia Irvin Over-The-Head Adjustable No-Pull Dog Harness, Cream, X-Large",365.5989
adjustable no pull harness,lexical,4,183439,156690,"Copatchy No-Pull Reflective Adjustable Dog Harness, Black, Medium",347.37964
adjustable no pull harness,lexical,5,3279494,3279494,"Puppia Cynthia A Over-The-Head Adjustable No-Pull Dog Harness, Blue, Medium",333.9239
adjustable no pull harness,lexical,6,3279814,3279814,"Puppia Terry H Suede Adjustable No-Pull Dog Harness, Beige, Large",332.61584
adjustable no pull harness,lexical,7,3280118,3280118,"Puppia Terry Over-The-Head Adjustable No-Pull Dog Harness, Wine, Medium",330.57895
adjustable no pull harness,lexical,8,3600215,3600215,"Blazin No Pull Nylon Vest Adjustable Reflective Step-In Dog Harness, Bright Blue, Medium: 17.75 to 23.25-in chest",327.62735
adjustable no pull harness,lexical,9,3279318,3279318,"Puppia Irvin Comfort Step-In Adjustable No-Pull Dog Harness, Cream, Medium",322.33118
adjustable no pull harness,lexical,10,3279398,3279398,"Puppia Festive Hooded Over-The-Head Adjustable No-Pull Dog Harness, Green, Small",315.6545
adjustable no pull harness,lexical,11,3278734,3278734,"Puppia Douglas Over-The-Head Adjustable No-Pull Dog Harness, Beige, Medium",311.79083
adjustable no pull harness,lexical,12,1914374,1914374,"Embark Harness Co. Adventure No Pull Dog Harness, Aurora, Medium",286.6288
adjustable no pull harness,lexical,13,969358,969358,"OneTigris AIRE Nylon Mesh No Pull Dog Harness, Black, Large: 27 to 36-in chest",280.06055
adjustable no pull harness,lexical,14,1074910,1074910,"Joyride Harness Premium Advanced No Pull Dog Harness 2.0, Purple Majesty, Large: 28 to 33-in chest",277.47275
adjustable no pull harness,lexical,15,131815,104333,"Sporn Comfort Training Mesh No Pull Dog Harness, Black, Medium: 12 to 17-in neck",273.29883
adjustable no pull harness,lexical,16,1096206,1096206,"OneTigris FIRE WATCHER 2.0 No Pull Dog Harness, Grey, Large: 27 to 36-in chest",273.2624
adjustable no pull harness,lexical,17,1603262,1603262,"PetSafe Easy Walk Comfort Reflective No Pull Dog Harness, Pink, Medium: 24 to 34-in chest",272.24384
adjustable no pull harness,lexical,18,166944,140004,"Frisco Padded No Pull Dog Harness, Pink, M- Girth 22 to 34-in",272.1022
adjustable no pull harness,lexical,19,155035,127946,"2 Hounds Design Freedom No Pull Nylon Dog Harness & Leash, Teal, Large: 28 to 32-in chest, 1-in wide",271.5615
adjustable no pull harness,lexical,20,187931,161210,"PetSafe Deluxe Easy Walk Nylon Reflective No Pull Dog Harness, Apple, Medium/Large: 24.5 to 34-in chest",270.86847
adjustable no pull harness,lexical,21,148106,120929,"HDP Big Dog No Pull Dog Harness, Pink, Large",268.6803
adjustable no pull harness,lexical,22,3279078,3279078,"Puppia Donavan Winter No-Pull Dog Harness Coat, Pink, Large",268.1586
adjustable no pull harness,lexical,23,231022,204408,"Julius-K9 IDC Powerharness Nylon Reflective No Pull Dog Harness, Blue, Mini: 19.3 to 26.4-in chest",267.34702
adjustable no pull harness,lexical,24,3319318,3319318,"BARKBAY Front Clip Reflective No Pull Dog Harness, Pink, Large: 24.5 to 32.5-in chest",266.54248
adjustable no pull harness,lexical,25,961270,961270,"Carhartt Duck Nylon Reflective No Pull Front Clip Dog Harness, Carhartt Brown, Large: 26 to 35-in chest",265.0176
adjustable no pull harness,lexical,26,3278862,3278862,"Puppia Wilkes Winter No-Pull Dog Harness Coat, Navy, X-Large",264.35858
adjustable no pull harness,lexical,27,1029590,1029590,"FIDA No Pull Dog Harness, Black, Large: 25.2 to 33.9-in chest",264.03793
adjustable no pull harness,lexical,28,232974,206373,"Halti Nylon No Pull Dog Harness, Medium: 13.39 to 22.05-in chest",263.2492
adjustable no pull harness,lexical,29,1074662,1074662,"Joyride Harness NightSafe LED Light Up No Pull Dog Harness 2.0, Red Rush, Large: 28 to 33-in chest",261.98184
adjustable no pull harness,lexical,30,3764726,3764726,"Lobeve Reflective Nylon No Pull Training Dog Harness, Collar & Leash Set with Retractable Seat Belt, Collapsible Bowls & Poop Bag Dispenser, Orange, Medium: 16 to 27-in chest",261.45734
adjustable no pull harness,lexical,31,190608,163900,"Kurgo Journey Air Polyester Reflective No Pull Dog Harness, Coastal Blue/Charcoal, Medium: 18 to 28-in chest",261.01297
adjustable no pull harness,lexical,32,372820,346586,"EliteField Padded Reflective No Pull Dog Harness, Blue, Large: 21 to 36-in chest",258.0291
adjustable no pull harness,lexical,33,759958,759958,"WildHound C4 No-Pull Premium Dog Harness, Lilac, Medium",257.91653
adjustable no pull harness,lexical,34,1016734,1016734,"WildHound No-Pull Premium Martingale Dog Harness, Black, Large",257.31064
adjustable no pull harness,lexical,35,131843,104361,"Sporn Original No Pull Training Halter Dog Harness, Blue, Large: 16 to 24-in neck",256.2691
adjustable no pull harness,lexical,36,3351662,3351662,"Dog Friendly Co. No-Pull D-Ring Dog Harness Attachment, Black, Small/X-Large",252.54732
aller free,lexical,1,174584,147751,"Zesty Paws Allergy & Immune Bites Allergies, Immune, & Gut Support Peanut Butter Flavored Soft Chews Supplement for Dogs, 90 count",116.86364
aller free,lexical,2,219650,193014,"Zesty Paws Allergy & Immune Bites Salmon Flavored Soft Chews Allergies, Immune, & Gut Support Supplement for Dogs, 90 count",104.68936
aller free,lexical,3,181588,154822,"Zesty Paws Hemp Elements Allergy & Immune Bites Cheese Flavored Soft Chews Supplement for Dogs, 90 count",98.08057
allergy free cat food,lexical,1,203279,176593,"Nulo Freestyle Shredded Chicken & Duck, Shredded Beef & Rainbow Trout, Shredded Turkey & Halibut Grain-Free Variety Pack Canned Cat Food, 3-oz can, case of 12",123.26341
allergy free cat food,lexical,2,168510,141605,"Nulo Grain-Free Turkey & Chicken Recipe Pate Wet Canned Food for Cats & Kittens, 12.5-oz, case of 12",122.53736
allergy free cat food,lexical,3,812806,812806,"Raw Paws Organic Virgin Coconut Oil for Dogs & Cats, Skin & Coat Support Supplement, 16-oz jar",122.16609
allergy free cat food,lexical,4,54733,69815,"Hill's Prescription Diet z/d Skin & Food Sensitivities Hydrolyzed Chicken Flavor Wet Cat Food, 5.5-oz, case of 24",120.73538
allergy free cat food,lexical,5,54735,69817,"Hill's Prescription Diet z/d Skin & Food Sensitivities Hydrolyzed Chicken Flavor Dry Cat Food, 8.5-lb bag",120.62452
allergy free cat food,lexical,6,274382,247909,"Royal Canin Veterinary Diet Selected Protein Pea & Rabbit Formula Loaf in Sauce Adult Wet Cat Food, 5.1-oz can, case of 24",119.77898
allergy free cat food,lexical,7,344422,318139,"Nature's Diet Whole Cream Goat Milk Wet Dog & Cat Food Topping, 16-oz jar",119.63201
allergy free cat food,lexical,8,203277,176591,"Nulo Freestyle Minced Salmon & Turkey, Minced Beef & Mackerel, Minced Turkey & Duck Grain-Free Variety Pack Canned Cat Food, 3-oz can, case of 12",118.70612
allergy free cat food,lexical,9,168511,141606,"Nulo Grain-Free Salmon & Mackerel Recipe Pate Wet Canned Food for Cats & Kittens, 12.5-oz, case of 12",118.29079
allergy free cat food,lexical,10,122841,95256,"Nulo Grain-Free Beef & Lamb Recipe Pate Wet Canned Food for Cats & Kittens, 5.5-oz,case of 24",118.031235
allergy free cat food,lexical,11,168512,141607,"Nulo Grain-Free Duck & Tuna Recipe Pate Wet Canned Food for Cats & Kittens, 12.5-oz, case of 12",116.97292
allergy free cat food,lexical,12,375328,349095,"Nulo Grain-Free Variety Pack Pate Wet Canned Food for Cats & Kittens, 2.8-oz can, case of 12",116.7203
allergy free cat food,lexical,13,122850,95264,"Nulo Grain-Free Trout & Salmon Recipe Pate Wet Canned Food for Cats & Kittens, 5.5-oz, case of 24",116.36108
allergy free cat food,lexical,14,168507,141602,"Nulo Shredded Chicken & Duck in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24",116.11566
allergy free cat food,lexical,15,168503,141598,"Nulo Minced Turkey & Duck in Gravy Grain-Free Canned Cat & Kitten Food, 3-oz, case of 24",115.701
allergy free cat food,lexical,16,274381,247908,"Royal Canin Veterinary Diet Selected Protein Pea & Duck Formula Adult Wet Cat Food, 5.1-oz can, case of 24",115.67553
allergy free cat food,lexical,17,872718,872718,"Firstmate Cage Free Duck Meal with Blueberries Formula Limited Ingredient Diet Grain-Free Dry Cat Food, 10-lb bag",115.62259
allergy free cat food,lexical,18,136525,109138,"Royal Canin Veterinary Diet Adult Ultamino Dry Cat Food, 5.5-lb bag",115.54862
allergy free cat food,lexical,19,49911,64952,"Purina Pro Plan Veterinary Diets HA Hydrolyzed Dry Cat Food, 8-lb bag",115.533195
allergy free cat food,lexical,20,285969,259523,"ACANA Wild Atlantic Saltwater Fish with Freeze-Dried Liver Grain-Free Dry Cat Food, 10-lb bag",115.49848
allergy free cat food,lexical,21,122873,95287,"Nulo Grain-Free Chicken & Herring Recipe Pate Wet Canned Food for Cats & Kittens, 5.5-oz, case of 24",114.552666
allergy free cat food,lexical,22,1395790,1395790,"Firstmate Cage-Free Chicken Formula Limited Ingredient Pate Wet Cat Food, 3.2-oz can, case of 24",113.59537
allergy free cat food,lexical,23,1395830,1395830,"Firstmate Cage-Free Turkey Formula Limited Ingredient Pate Wet Cat Food, 3.2-oz can, case of 24",113.49561
allergy free cat food,lexical,24,35142,49972,"Royal Canin Veterinary Diet Adult Selected Protein Pea & Duck Formula Dry Cat Food, 8.8-lb bag",111.02484
allergy free cat food,lexical,25,54773,69855,"Hill's Prescription Diet d/d Skin/Food Sensitivities Duck & Green Pea Dry Cat Food, 8.5-lb bag",109.515594
allergy free cat food,lexical,26,168509,141604,"Nulo Shredded Turkey & Halibut in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24",109.31009
allergy free cat food,lexical,27,2031702,2031702,"Stella & Chewy's Frozen Absolutely Rabbit Morsels Grain-Free Frozen Cat Food, 1-lb bag, case of 4",108.80555
allergy free cat food,lexical,28,1395870,1395870,"Firstmate Wild Pacific Salmon Formula Limited Ingredient Wet Cat Food, 3.2-oz can, case of 24",108.72395
allergy free cat food,lexical,29,168501,141596,"Nulo Minced Salmon & Turkey in Gravy Grain-Free Canned Cat & Kitten Food, 3-oz, case of 24",108.5695
allergy free cat food,lexical,30,355548,329283,"Nulo Grain-Free Chicken & Chicken Liver Pate Wet Canned Food for Cats & Kittens, 2.8-oz can, case of 12",108.551765
allergy free cat food,lexical,31,168499,141594,"Nulo Minced Beef & Mackerel in Gravy Grain-Free Canned Cat Food, 3-oz, case of 24",107.59647
allergy free cat food,lexical,32,168505,141600,"Nulo Shredded Beef & Rainbow Trout in Gravy Grain-Free Canned Cat & Kitten Food, 3-oz, case of 24",106.94904
allergy free cat food,lexical,33,2031670,2031670,"Stella & Chewy's Frozen Chick Chick Chicken Morsels Grain-Free Frozen Cat Food, 3-lb bag",105.95464
allergy free cat food,lexical,34,54771,69853,"Hill's Prescription Diet d/d Skin/Food Sensitivities Venison & Green Pea Dry Cat Food, 8.5-lb bag",104.785225
allergy free cat food,lexical,35,355552,329287,"Nulo Grain-Free Yellowfin Tuna & Shrimp Recipe Pate Wet Canned Food for Cats & Kittens, 2.8-oz can, case of 12",101.63335
allergy free cat food,lexical,36,355550,329285,"Nulo Grain-Free Chicken & Salmon Recipe Pate Wet Canned Food for Cats & Kittens, 2.8-oz can, case of 12",99.04677
allergy free dog food,lexical,1,122409,94817,"Addiction Grain-Free Wild Kangaroo & Apples Limited Ingredient Allergy-Friendly Dry Dog Food, 20-lb bag",366.76556
allergy free dog food,lexical,2,45117,60124,"Addiction Grain-Free Outback Kangaroo Feast Limited Ingredient Allergy-Friendly Air-dried Dog Food, 2-lb box",344.3681
