search_term,endpoint_type,rank,doc_id,part_number,sku_name,score,negative_intent,llm_judgment
chicken free dry dog food,lexical,18,54102,69179,"Wellness CORE Grain-Free Large Breed Chicken & Turkey Recipe Natural Dry Dog Food, 26-lb bag",365.00818,chicken,VIOLATION
chicken free dry dog food,lexical,19,2057278,2057278,"Stella & Chewy's Raw Coated Cage-Free Chicken Recipe Small Breed Grain-Free Dry Dog Food, 3.5-lb bag",361.10007,chicken,VIOLATION
chicken free dry dog food,lexical,20,172733,145887,"Merrick Lil' Plates Grain-Free Chicken-Free Real Beef + Sweet Potato Recipe Small Breed Dry Dog Food, 20-lb bag",360.65887,chicken,COMPLIANT
chicken free dry dog food,lexical,21,34345,49164,"Wellness CORE Grain-Free Healthy Weight Turkey & Chicken Dry Dog Food, 26-lb bag",359.86392,chicken,VIOLATION
chicken free dry dog food,lexical,22,103614,75733,"Blue Buffalo Freedom Senior Grain-Free Chicken & Potatoes Dry Dog Food, 24-lb bag",358.79773,chicken,VIOLATION
chicken free dry dog food,lexical,23,318081,291727,"VICTOR Large Breed Gluten-Free Chicken & Fish Meal Elite Canine Dry Dog Food, 40-lb bag",358.32092,chicken,VIOLATION
chicken free dry dog food,lexical,24,2056974,2056974,"Stella & Chewy's Raw Coated Cage-Free Chicken Recipe Grain-Free Dry Dog Food, 22-lb bag",356.92154,chicken,VIOLATION
chicken free dry dog food,lexical,25,120944,93330,"Instinct Raw Boost Small Breed Adult Grain-Free Real Chicken Recipe Dry Dog Food, 10-lb bag",356.23538,chicken,VIOLATION
chicken free dry dog food,lexical,26,172730,145884,"Merrick Lil' Plates Grain-Free Chicken-Free Real Beef, Sweet Potato + Peas with Raw Bites Recipe Small Breed Dry Dog Food, 10-lb bag",355.92728,chicken,COMPLIANT
chicken free dry dog food,lexical,27,264445,237952,"Natural Balance L.I.D. Limited Ingredient Diets Chicken & Sweet Potato Formula Small Breed Bites Grain-Free Dry Dog Food, 12-lb bag",355.52643,chicken,VIOLATION
chicken free dry dog food,lexical,28,920806,920806,"Solid Gold Weight Control Gut Health Real Chicken & Sweet Potato Grain-Free Dry Dog Food, 22-lb bag",355.2185,chicken,VIOLATION
chicken free dry dog food,lexical,29,142553,115294,"Tender & True Organic Grain-Free Chicken & Liver Recipe Dry Dog Food, 20-lb bag",354.8736,chicken,VIOLATION
chicken free dry dog food,lexical,30,332474,306153,"American Natural Premium Legume-Free Chicken-Free Duck with Butternut Squash Dry Dog Food, 30-lb bag",354.5816,chicken,COMPLIANT
chicken free dry dog food,lexical,31,153766,126665,"Crave High Protein Chicken Adult Grain-Free Dry Dog Food, 22-lb bag",353.3336,chicken,VIOLATION
chicken free dry dog food,lexical,32,35938,50782,"Blue Buffalo Freedom Small Breed Grain-Free Chicken & Potatoes Dry Dog Food, 11-lb bag",352.43295,chicken,VIOLATION
chicken free dry dog food,lexical,33,103306,75418,"Wysong Epigen Starch-Free Chicken Formula Grain-Free Dry Dog & Cat Food, 5-lb bag",351.2434,chicken,VIOLATION
chicken free dry dog food,lexical,34,281599,255137,"Tender & True Organic Chicken Recipe Small Breed Grain-Free Dry Dog Food, 4-lb bag",347.28094,chicken,VIOLATION
chicken free dry dog food,lexical,35,172731,145885,"Merrick Lil' Plates Grain-Free Small Breed Dry Dog Food Real Chicken + Sweet Potato Recipe, 20-lb bag",346.73987,chicken,VIOLATION
chicken free dry dog food,lexical,36,825950,825950,"Stella & Chewy's SuperBlends Raw Blend Wholesome Grains Cage-Free Chicken & Duck Recipe with Superfoods Dry Dog Food, 21-lb bag",345.5258,chicken,VIOLATION
grain free dog food,lexical,1,279352,252887,"Portland Pet Food Company Pumpkin Biscuits Grain-Free & Gluten-Free Dog Treats, 5-oz bag",311.12814,grain,COMPLIANT
grain free dog food,lexical,2,227207,200580,"Merrick Real Beef + Sweet Potato Recipe Grain-Free Chicken-Free Adult Dry Dog Food, 22-lb bag",307.91113,grain,COMPLIANT
grain free dog food,lexical,3,181318,154549,"Taste of the Wild Pacific Stream Smoke-Flavored Salmon Grain-Free Dry Dog Food, 28-lb bag",305.74368,grain,COMPLIANT
grain free dog food,lexical,4,181320,154551,"Taste of the Wild High Prairie Grain-Free Dry Dog Food, 28-lb bag",305.74368,grain,COMPLIANT
grain free dog food,lexical,5,155620,128536,"Cesar Classic Loaf in Sauce Variety Pack Grain-Free Small Breed Adult Wet Dog Food Trays, 3.5-oz, case of 36",305.55792,grain,COMPLIANT
grain free dog food,lexical,6,177094,150285,"The Honest Kitchen Human Grade Grain-Free Beef Whole Food Clusters Dry Dog Food, 20-lb bag",304.6067,grain,COMPLIANT
grain free dog food,lexical,7,177086,150277,"The Honest Kitchen Human Grade Grain-Free Chicken Whole Food Clusters Dry Dog Food, 20-lb bag",304.5781,grain,VIOLATION
grain free dog food,lexical,8,177006,150194,"True Acre Foods Grain-Free Beef & Vegetable Dry Dog Food, 40-lb bag",303.8136,grain,COMPLIANT
grain free dog food,lexical,9,264438,237945,"Natural Balance Limited Ingredient Grain-Free Salmon & Sweet Potato Recipe Dry Dog Food, 24-lb bag",303.77625,grain,COMPLIANT
grain free dog food,lexical,10,229718,203098,"Merrick Limited Ingredient Diet Grain-Free Chicken-Free Real Lamb & Sweet Potato Recipe Dry Dog Food, 22-lb bag",303.4886,grain,COMPLIANT
grain free dog food,lexical,11,177002,150190,"True Acre Foods Grain-Free Chicken & Vegetable Dry Dog Food, 40-lb bag",303.20175,grain,COMPLIANT
grain free dog food,lexical,12,133794,106358,"Gentle Giants Non-GMO Dog & Puppy Food Grain-Free Salmon Dry Dog Food, 18-lb bag",301.42462,grain,COMPLIANT
grain free dog food,lexical,13,133946,106510,"ORIJEN Six Fish Grain-Free Poultry Free High-Protein Dry Dog Food, 23.5-lb bag",300.2186,grain,COMPLIANT
grain free dog food,lexical,14,181322,154553,"Taste of the Wild Sierra Mountain Grain-Free Dry Dog Food, 28-lb bag",299.0861,grain,COMPLIANT
grain free dog food,lexical,15,133949,106513,"ORIJEN Regional Red Grain-Free Poultry Free High-Protein Dry Dog Food, 23.5-lb bag",298.90427,grain,COMPLIANT
grain free dog food,lexical,16,1040198,1040198,"Badlands Ranch Superfood Complete Grain-Free Beef Air-Dried Dog Food, 64-oz bag",296.93176,grain,COMPLIANT
grain free dog food,lexical,17,121059,93449,"ACANA Free Run Poultry Grain-Free Dry Dog Food, 25-lb bag",296.78976,grain,COMPLIANT
grain free dog food,lexical,18,128817,101296,"ORIJEN Original Grain-Free High-Protein Dry Dog Food, 23.5-lb bag",296.16583,grain,COMPLIANT
grain free dog food,lexical,19,277888,251418,"Nulo FreeStyle Limited Ingredient Salmon Recipe High-Protein & Grain-Free Puppy & Adult Dry Dog Food, 24-lb bag",295.19476,grain,COMPLIANT
grain free dog food,lexical,20,114269,86492,"Cesar Classic Loaf in Sauce Beef Recipe, Filet Mignon, Grilled Chicken & Porterhouse Steak Flavors Variety Pack Grain-Free Small Breed Adult Wet Dog Food Trays, 3.5-oz, case of 24",295.1353,grain,COMPLIANT
grain free dog food,lexical,21,135821,108423,"American Journey Grain-Free Salmon & Sweet Potato Recipe Dry Dog Food, 24-lb bag",294.90314,grain,COMPLIANT
grain free dog food,lexical,22,121070,93460,"ACANA Red Meat Grain-Free Dry Dog Food, 25-lb bag",294.816,grain,COMPLIANT
grain free dog food,lexical,23,1759462,1759462,"Chewy Limited Ingredient Venison & Sweet Potato Recipe Grain-Free Dry Dog Food (FORMERLY AMERICAN JOURNEY), 24-lb bag",294.6707,grain,COMPLIANT
grain free dog food,lexical,24,931494,931494,"Earthborn Holistic Meadow Feast Lamb Meal & Vegetables Grain-Free Dry Dog Food, 25-lb bag",292.8323,grain,COMPLIANT
grain free dog food,lexical,25,40649,55586,"Weruva Paw Lickin' Chicken in Gravy Grain-Free Canned Dog Food, 14-oz, case of 12",292.82294,grain,COMPLIANT
grain free dog food,lexical,26,177090,150281,"The Honest Kitchen Human Grade Grain-Free Turkey Whole Food Clusters Dry Dog Food, 20-lb bag",292.65717,grain,COMPLIANT
grain free dog food,lexical,27,36660,51505,"Nature's Recipe Grain-Free Salmon, Sweet Potato & Pumpkin Recipe Dry Dog Food, 24-lb bag",292.33026,grain,COMPLIANT
grain free dog food,lexical,28,1759414,1759414,"Chewy Limited Ingredient Salmon & Sweet Potato Recipe Grain-Free Dry Dog Food, 24-lb bag",291.75632,grain,COMPLIANT
grain free dog food,lexical,29,113998,86220,"Purina Beyond Chicken, Carrot & Pea Recipe Ground Entrée Grain-Free Canned Dog Food, 13-oz, case of 12",291.6948,grain,COMPLIANT
grain free dog food,lexical,30,238822,212235,"Blue Buffalo Delectables Chicken & Beef Dinner Variety Pack Grain-Free Wet Dog Food Topper, 3-oz pouches, case of 12",291.67416,grain,COMPLIANT
grain free dog food,lexical,31,931470,931470,"Earthborn Holistic Coastal Catch Herring Meal & Vegetables Grain-Free Dry Dog Food, 25-lb bag",291.6563,grain,COMPLIANT
grain free dog food,lexical,32,155615,128531,"Cesar Loaf in Sauce Variety Pack Grain-Free Small Breed Adult Wet Dog Food Trays, 3.5-oz, case of 24",291.22876,grain,COMPLIANT
grain free dog food,lexical,33,170071,143195,"Instinct Raw Boost Mixers Gut Health Recipe Grain-Free Freeze-Dried Dog Food Topper, 5.5-oz bag",290.41794,grain,COMPLIANT
grain free dog food,lexical,34,104799,76928,"ZIWI Peak Beef Grain-Free Air-Dried Dog Food, 35.2-oz bag",289.7412,grain,COMPLIANT
grain free dog food,lexical,35,36657,51502,"Nature's Recipe Grain-Free Chicken, Sweet Potato & Pumpkin Recipe Dry Dog Food, 24-lb bag",289.36304,grain,COMPLIANT
grain free dog food,lexical,36,113996,86218,"Purina Beyond Natural Grain-Free Beef Potato & Green Bean Recipe Ground Entree Wet Dog Food, 13-oz can, case of 12",289.09134,grain,COMPLIANT
grain free dog treats,lexical,1,279352,252887,"Portland Pet Food Company Pumpkin Biscuits Grain-Free & Gluten-Free Dog Treats, 5-oz bag",320.89532,grain,COMPLIANT
grain free dog treats,lexical,2,184010,157266,"Newman's Own Snack Sticks Chicken Recipe Grain-Free Dog Treats, 5-oz bag",310.6604,grain,COMPLIANT
grain free dog treats,lexical,3,1131422,1131422,"Woof Pupsicle Pops Refills Chicken & Peanut Butter Grain-Free Lickable Dog Treats, Large, 7 count",309.84534,grain,COMPLIANT
grain free dog treats,lexical,4,291351,264914,"WHIMZEES by Wellness Value Box Dental Chews Natural Grain-Free Dental Dog Treats, Large, 24 count",308.99576,grain,COMPLIANT
grain free dog treats,lexical,5,1426350,1426350,"Woof Bite n' Brush Refill Grain-Free Chicken Sticks Adult Dental Dog Chew Treats, 8-oz bag",308.97137,grain,COMPLIANT
grain free dog treats,lexical,6,176719,149905,"Blue Buffalo Wilderness Trail Treats Grain-Free Salmon Biscuits Dog Treats, 24-oz bag",307.90097,grain,COMPLIANT
grain free dog treats,lexical,7,1024046,1024046,"Woof Pupsicle Pops Refills Beef & Peanut Butter Grain-Free Lickable Dog Treats, Large, 7 count",307.60272,grain,COMPLIANT
grain free dog treats,lexical,8,1131518,1131518,"Woof Pupsicle Pops Refills Calming Beef Grain-Free Lickable Dog Treats, Large, 7 count",306.76096,grain,COMPLIANT
grain free dog treats,lexical,9,1114214,1114214,"Waggin' Train Duck Jerky Tenders Sensitive Stomach Duck Grain-Free High-Protein Jerky Dog Treats, 12-oz bag",306.5505,grain,COMPLIANT
grain free dog treats,lexical,10,291349,264912,"WHIMZEES by Wellness Variety Box Dental Chews Natural Grain-Free Dental Dog Treats, Medium, 44 count",306.42413,grain,COMPLIANT
grain free dog treats,lexical,11,36910,51761,"Blue Buffalo Wilderness Trail Treats Grain-Free Duck Biscuits Dog Treats, 10-oz bag",305.2326,grain,COMPLIANT
grain free dog treats,lexical,12,291345,264908,"Wellness Soft Puppy Bites Lamb & Salmon Grain-Free Dog Treats, 8-oz pouch",303.93976,grain,COMPLIANT
grain free dog treats,lexical,13,117227,89506,"Charlee Bear Natural Bear Crunch Grain-Free Chicken, Pumpkin & Apple Dog Treats, 8-oz bag",303.35202,grain,COMPLIANT
grain free dog treats,lexical,14,117229,89508,"Charlee Bear Natural Bear Crunch Grain-Free Bacon & Blueberry Dog Treats, 8-oz bag",303.03577,grain,COMPLIANT
grain free dog treats,lexical,15,152973,125861,"American Journey with Peanut Butter Grain-Free Oven Baked Crunchy Biscuit Dog Treats, 8-oz bag",302.2971,grain,COMPLIANT
grain free dog treats,lexical,16,127084,99538,"WHIMZEES by Wellness Brushzees Dental Chews Natural Grain-Free Dental Dog Treats, Extra Small, 48 count",301.7897,grain,COMPLIANT
grain free dog treats,lexical,17,291347,264910,"WHIMZEES by Wellness Variety Box Dental Chews Natural Grain-Free Dental Dog Treats, Small, 89 count",301.68875,grain,COMPLIANT
grain free dog treats,lexical,18,285332,258878,"Icelandic+ Herring Whole Fish Grain-Free Dog Treats, 3-oz bag",299.98166,grain,COMPLIANT
grain free dog treats,lexical,19,180581,153810,"Farmland Traditions USA Dogs Love Chicken Grain-Free Jerky Strips Dog Treats, 3-lb bag",299.71936,grain,COMPLIANT
grain free dog treats,lexical,20,127259,99714,"Three Dog Bakery Soft Baked Woofers Grain-Free Peanut Butter Banana Dog Treats, 13-oz box",298.2469,grain,COMPLIANT
grain free dog treats,lexical,21,176722,149908,"Blue Buffalo Wilderness Trail Treats Wild Bits Salmon Recipe Grain-Free Dog Training Treats, 10-oz bag",298.1204,grain,COMPLIANT
grain free dog treats,lexical,22,1063086,1063086,"Dave's Pet Food Renal-Friendly Sweet Potato Grain-Free Soft & Chewy Dog Treats, 5-oz bag",298.00443,grain,COMPLIANT
grain free dog treats,lexical,23,56386,71478,"Hill's Grain-Free Soft-Baked Naturals with Chicken & Carrots Dog Treats, 8-oz bag",297.01974,grain,COMPLIANT
grain free dog treats,lexical,24,135883,108486,"Nutrish Burger Bites, Beef Burger with Bison Grain-Free Dog Treats, 12-oz bag (Rachael Ray)",296.86215,grain,COMPLIANT
grain free dog treats,lexical,25,176796,149983,"Old Mother Hubbard by Wellness Classic P-Nuttier 'N Nanners Grain-Free Mini Oven-Baked Biscuits Dog Treats, 16-oz bag",296.60907,grain,COMPLIANT
grain free dog treats,lexical,26,184012,157268,"Newman's Own Snack Sticks Chicken & Sweet Potato Recipe Grain-Free Dog Treats, 5-oz bag",296.44275,grain,COMPLIANT
grain free dog treats,lexical,27,171768,144911,"Full Moon Chicken Strips Grain-Free Dog Treats, 24-oz bag",296.34647,grain,COMPLIANT
grain free dog treats,lexical,28,132327,104848,"Wellness Crunchy Puppy Bites Chicken & Carrots Recipe Grain-Free Natural Dog Treats, 6-oz bag",296.03305,grain,COMPLIANT
grain free dog treats,lexical,29,177954,151162,"American Journey Salmon Recipe Grain-Free Soft & Chewy Training Bits Dog Treats, 16-oz bag",295.25275,grain,COMPLIANT
grain free dog treats,lexical,30,56385,71477,"Hill's Grain-Free Soft-Baked Naturals with Duck & Pumpkin Dog Treats, 8-oz bag",295.05005,grain,VIOLATION
grain free dog treats,lexical,31,56387,71479,"Hill's Grain-Free Soft-Baked Naturals with Beef & Sweet Potatoes Dog Treats, 8-oz bag",295.05005,grain,COMPLIANT
grain free dog treats,lexical,32,182534,155775,"Dogswell Hip & Joint Jerky Chicken Recipe Grain-Free Dog Treats, 24-oz bag",294.90607,grain,COMPLIANT
grain free dog treats,lexical,33,292100,265665,"Tibetan Dog Chew X-Large Breed Grain-Free Dog Treats, 2-lb box",294.7905,grain,COMPLIANT
grain free dog treats,lexical,34,279354,252889,"Portland Pet Food Company Gingerbread Biscuits Grain-Free & Gluten-Free Dog Treats, 5-oz bag",294.69696,grain,COMPLIANT
grain free dog treats,lexical,35,104971,77106,"Merrick Power Bites Real Salmon Recipe Grain-Free Soft & Chewy Dog Treats, 6-oz bag",294.67676,grain,COMPLIANT
grain free dog treats,lexical,36,1114222,1114222,"Waggin' Train Salmon Jerky Tenders Grain-Free High-Protein Dog Treats, 12-oz bag",294.6474,grain,COMPLIANT
grain free dry cat food,lexical,1,112774,84976,"Blue Buffalo Wilderness Natures Evolutionary Diet Chicken High-Protein Grain-Free Adult Indoor Dry Cat Food, 11-lb bag",441.47543,grain,COMPLIANT
grain free dry cat food,lexical,2,277881,251411,"Nulo FreeStyle Chicken & Cod Recipe with Omega Fatty Acids High Protein & Grain-Free Dry Cat & Kitten Food, 14-lb bag",439.9032,grain,COMPLIANT
grain free dry cat food,lexical,3,106840,79004,"Purina Beyond Grain-Free Natural Simply Wild Caught Whitefish & Cage Free Egg Recipe Dry Cat Food, 11-lb bag",437.5856,grain,COMPLIANT
grain free dry cat food,lexical,4,112083,84281,"Blue Buffalo Wilderness Salmon Recipe Grain-Free Dry Cat Food, 11-lb bag",428.69434,grain,COMPLIANT
grain free dry cat food,lexical,5,32098,46918,"Blue Buffalo Wilderness Natures Evolutionary Diet Chicken High-Protein Grain-Free Adult Dry Cat Food, 12-lb bag",428.25513,grain,COMPLIANT
grain free dry cat food,lexical,6,128822,101301,"ORIJEN Original Grain-Free High-Protein Premium Dry Cat Food, 12-lb bag",425.26596,grain,COMPLIANT
grain free dry cat food,lexical,7,146301,119111,"Instinct Original Real Chicken Recipe Grain-Free Dry Cat Food, 11-lb bag",424.75528,grain,COMPLIANT
grain free dry cat food,lexical,8,153779,126679,"Crave with Protein from Chicken Adult Grain-Free Dry Cat Food, 10-lb bag",422.32126,grain,COMPLIANT
grain free dry cat food,lexical,9,56921,72015,"Farmina N&D Prime Chicken & Pomegranate Grain-Free Dry Cat Food, 3.3-lb bag",420.14316,grain,COMPLIANT
grain free dry cat food,lexical,10,243878,217323,"I and Love and You Naked Essentials Salmon & Trout Recipe Grain-Free Dry Cat Food, 11-lb bag",419.77353,grain,COMPLIANT
grain free dry cat food,lexical,11,277886,251416,"Nulo FreeStyle Turkey & Duck Recipe with Omega Fatty Acids High Protein & Grain-Free Dry Cat & Kitten Food, 14-lb bag",419.30038,grain,COMPLIANT
grain free dry cat food,lexical,12,112781,84983,"Blue Buffalo Wilderness High Protein Natural Grain-Free Chicken Mature Dry Cat Food, 5-lb bag",419.29926,grain,COMPLIANT
grain free dry cat food,lexical,13,181327,154558,"Taste of the Wild Rocky Mountain Roasted Venison & Smoke-Flavored Salmon Grain-Free Dry Cat Food, 14-lb bag",417.74344,grain,COMPLIANT
grain free dry cat food,lexical,14,146297,119107,"Instinct Ultimate Protein Cage-Free Chicken Recipe Grain-Free Dry Cat Food, 10-lb bag",416.9948,grain,COMPLIANT
grain free dry cat food,lexical,15,153783,126683,"Crave with Protein from Salmon & Ocean Fish Adult Grain-Free Dry Cat Food, 10-lb bag",415.3582,grain,COMPLIANT
grain free dry cat food,lexical,16,116179,88445,"Firstmate Chicken Meal with Blueberries Formula Limited Ingredient Diet Grain-Free Dry Cat Food, 10-lb bag",414.87637,grain,COMPLIANT
grain free dry cat food,lexical,17,112136,84335,"Solid Gold High Protein Real Chicken & Eggs Grain-Free Dry Cat Food, 12-lb bag",413.85367,grain,COMPLIANT
grain free dry cat food,lexical,18,33224,48045,"Natural Balance Limited Ingredient Grain-Free Duck & Green Pea Recipe Dry Cat Food, 10-lb bag",413.7606,grain,COMPLIANT
grain free dry cat food,lexical,19,153792,126692,"Crave with Protein from Chicken & Salmon Indoor Adult Grain-Free Dry Cat Food, 10-lb bag",413.4258,grain,COMPLIANT
grain free dry cat food,lexical,20,174514,147680,"Blue Buffalo Natural Veterinary Diet HF Hydrolyzed for Food Intolerance Grain-Free Dry Cat Food, 7-lb bag",412.6841,grain,COMPLIANT
grain free dry cat food,lexical,21,146314,119124,"Instinct Limited Ingredient Diet Real Rabbit Recipe Grain-Free Dry Cat Food, 4.5-lb bag",412.33893,grain,COMPLIANT
grain free dry cat food,lexical,22,285997,259551,"ACANA Meadowlands Chicken Turkey Fish & Cage-Free Eggs Grain-Free Dry Cat Food, 10-lb bag",410.8693,grain,COMPLIANT
grain free dry cat food,lexical,23,158627,131578,"American Journey Chicken Recipe Grain-Free Dry Cat Food, 12-lb bag",409.0745,grain,COMPLIANT
grain free dry cat food,lexical,24,1464734,1464734,"Earthborn Holistic Primitive Feline Chicken & Vegetables Grain-Free Dry Cat Food, 12.5-lb",409.05606,grain,COMPLIANT
grain free dry cat food,lexical,25,277884,251414,"Nulo FreeStyle Salmon & Lentils Recipe with l-Carnitine & Probiotics High Protein & Grain-Free Adult Trim Dry Cat Food, 14-lb bag",408.79025,grain,COMPLIANT
grain free dry cat food,lexical,26,111965,84161,"Blue Buffalo Wilderness Chicken High-Protein Weight & Hairball Control Grain-Free Adult Dry Cat Food, 11-lb bag",408.2842,grain,COMPLIANT
grain free dry cat food,lexical,27,181328,154559,"Taste of the Wild Canyon River Trout & Smoke-Flavored Salmon Grain-Free Dry Cat Food, 14-lb bag",408.21954,grain,COMPLIANT
grain free dry cat food,lexical,28,36709,51555,"Blue Buffalo Wilderness High Protein Natural Grain-Free Chicken Kitten Dry Cat Food, 5-lb bag",408.21954,grain,COMPLIANT
grain free dry cat food,lexical,29,33228,48049,"Natural Balance Limited Ingredient Grain-Free Salmon & Green Pea Recipe Dry Cat Food, 10-lb bag",406.60297,grain,COMPLIANT
grain free dry cat food,lexical,30,1067070,1067070,"Birdie & Louie Grain-Free Duck & Herring Dry Cat Food, 3.5-lb bag",404.74426,grain,COMPLIANT
grain free dry cat food,lexical,31,915646,915646,"Natural Balance L.I.D. Limited Ingredient Diets Green Pea & Venison Grain-Free Dry Cat Food, 8-lb bag",402.8251,grain,COMPLIANT
grain free dry cat food,lexical,32,1323446,1323446,"Fussie Cat Market Fresh Chicken & Turkey Recipe Grain-Free Dry Cat Food, 3.5-lb bag",402.69205,grain,COMPLIANT
grain free dry cat food,lexical,33,158630,131581,"American Journey Turkey & Chicken Recipe Grain-Free Dry Cat Food, 12-lb bag",402.2973,grain,COMPLIANT
grain free dry cat food,lexical,34,49263,64301,"Merrick Purrfect Bistro Grain-Free Real Chicken + Sweet Potato Recipe Adult Dry Cat Food, 12-lb bag",402.0919,grain,COMPLIANT
grain free dry cat food,lexical,35,1323438,1323438,"Fussie Cat Market Fresh Salmon & Chicken Recipe Grain-Free Dry Cat Food, 10-lb bag",402.0845,grain,COMPLIANT
grain free dry cat food,lexical,36,247050,220503,"Taste of the Wild Lowland Creek Roasted Quail & Roasted Duck Grain-Free Dry Cat Food, 14-lb bag",401.7029,grain,COMPLIANT
grain free wet cat food,lexical,1,139631,112295,"Tiki Cat After Dark Variety Pack Grain-Free Wet Cat Food, 2.8-oz can, case of 12",491.45734,grain,COMPLIANT
grain free wet cat food,lexical,2,167206,140273,"Sheba Perfect Portions Seafood Pate Variety Pack Grain-Free Adult Wet Cat Food Trays, 2.6-oz, case of 24",480.52408,grain,COMPLIANT
grain free wet cat food,lexical,3,130430,102931,"Tiki Cat Aloha Friends Variety Pack Grain-Free Wet Cat Food, 3-oz can, case of 12",476.7387,grain,COMPLIANT
grain free wet cat food,lexical,4,285579,259130,"Tiki Cat Grill Variety Pack Grain-Free Pate Wet Cat Food, 2.8-oz can, case of 12",471.3447,grain,COMPLIANT
grain free wet cat food,lexical,5,1017678,1017678,"Sheba Gravy Indulgence Chicken & Beef in Extra Gravy Variety Pack Grain-Free Adult Wet Cat Food Trays, 2.6-oz tray, case of 12",469.45773,grain,COMPLIANT
grain free wet cat food,lexical,6,152005,124882,"Sheba Perfect Portions Roasted Chicken, Gourmet Salmon & Tender Turkey Cuts in Gravy Variety Pack Grain-Free Adult Wet Cat Food Trays, 2.6-oz, case of 24",469.2563,grain,COMPLIANT
grain free wet cat food,lexical,7,637894,637894,"Reveal Natural Grain-Free Variety of Fish in Broth Flavored Wet Cat Food, 2.47-oz can, case of 12",468.94904,grain,COMPLIANT
grain free wet cat food,lexical,8,1043478,1043478,"Tiki Cat Baby Whole Foods Variety Pack Grain-Free Wet Kitten Food, 2.4-oz can, case of 24",467.1934,grain,COMPLIANT
grain free wet cat food,lexical,9,152008,124885,"Sheba Perfect Portions Grain-Free Savory Chicken, Roasted Turkey & Tender Beef Pate Variety Pack Adult Wet Cat Food Trays, 2.6-oz tray, case of 24",466.3461,grain,COMPLIANT
grain free wet cat food,lexical,10,51681,66737,"Dave's Pet Food Naturally Healthy Chicken Dinner Formula Pate Grain-Free Canned Wet Cat Food, 12.5-oz can, case of 12",465.5657,grain,COMPLIANT
grain free wet cat food,lexical,11,637878,637878,"Reveal Natural Grain-Free Variety of Chicken in Broth Flavored Wet Cat Food, 2.47-oz can, case of 12",464.83176,grain,COMPLIANT
