pair_id,search_term,part_number,sku_name,negative_intent,judgment,timestamp
c2033e10efa5,chicken free dry dog food,52606,"Evanger's Grain-Free Chicken with Sweet Potato & Pumpkin Recipe Dry Dog Food, 4.4-lb bag",chicken,VIOLATION,2026-02-02T11:32:32.229095
0b8b12c568b7,chicken free dry dog food,305230,"Chicken Soup for the Soul Grain-Free Salmon, Pea & Sweet Potato Recipe Dry Dog Food, 10-lb bag",chicken,VIOLATION,2026-02-02T11:32:32.472163
88cebdfd616c,chicken free dry dog food,76257,"Nature's Recipe Large Breed Grain-Free Chicken, Sweet Potato & Pumpkin Recipe Dry Dog Food, 24-lb bag",chicken,VIOLATION,2026-02-02T11:32:33.005770
3f7bab408aaa,chicken free dry dog food,812982,"Halo Holistic Complete Digestive Health Grain-Free Chicken & Sweet Potato Recipe Senior Dry Dog Food, 10-lb bag",chicken,VIOLATION,2026-02-02T11:32:33.399642
028c639b3df8,chicken free dry dog food,75733,"Blue Buffalo Freedom Senior Grain-Free Chicken & Potatoes Dry Dog Food, 24-lb bag",chicken,VIOLATION,2026-02-02T11:32:33.438812
0e719fa033a3,chicken free dry dog food,50826,"Blue Buffalo Freedom Large Breed Grain-Free Chicken & Potatoes Dry Dog Food, 24-lb bag",chicken,VIOLATION,2026-02-02T11:32:33.785996
86ea0e53ca5a,chicken free dry dog food,145887,"Merrick Lil' Plates Grain-Free Chicken-Free Real Beef + Sweet Potato Recipe Small Breed Dry Dog Food, 20-lb bag",chicken,COMPLIANT,2026-02-02T11:32:34.174309
953de19ef060,chicken free dry dog food,62160,"Diamond Naturals Grain-Free Chicken & Sweet Potato Formula Dry Dog Food, 28-lb bag",chicken,VIOLATION,2026-02-02T11:32:34.258154
2944ec0ba001,chicken free dry dog food,3525822,"Muenster Chicken-Free Ocean Fish Recipe with Ancient Grains Dry Dog Food, 22-lb bag",chicken,COMPLIANT,2026-02-02T11:32:34.712099
2d85e40f53d0,chicken free dry dog food,75713,"Blue Buffalo Freedom Healthy Weight Adult Grain-Free Chicken & Potatoes Dry Dog Food, 24-lb bag",chicken,VIOLATION,2026-02-02T11:32:35.242535
d55268416d7f,chicken free dry dog food,138975,"CANIDAE Under the Sun Grain-Free Chicken Recipe Adult Dry Dog Food, 40-lb bag",chicken,VIOLATION,2026-02-02T11:32:35.336968
1681d8817db0,chicken free dry dog food,1188694,"Blackwood Adult Grain-Free Chicken & Field Pea Recipe Dry Dog Food, 24-lb bag",chicken,VIOLATION,2026-02-02T11:32:35.753007
e0bfefcadc8c,chicken free dry dog food,3079638,"Nature’s Logic Pure Naturals 100% Natural Chicken Recipe Synthetic-Free Dry Dog Food, 24-lb bag",chicken,VIOLATION,2026-02-02T11:32:36.001955
d93a8b5332fd,chicken free dry dog food,71285,"Health Extension Grain-Free Chicken & Turkey Recipe Dry Dog Food, 10-lb bag",chicken,VIOLATION,2026-02-02T11:32:36.125432
5df41af7e0cb,chicken free dry dog food,119052,"Instinct Original Adult Grain-Free Real Chicken Recipe Dry Dog Food, 4-lb bag",chicken,VIOLATION,2026-02-02T11:32:36.532064
370eae32fe31,chicken free dry dog food,575406,"American Natural Premium Chicken-Free Lamb & Rice Dry Dog Food, 30-lb bag",chicken,COMPLIANT,2026-02-02T11:32:36.717723
c69ca7772345,chicken free dry dog food,200590,"Merrick Grain-Free Dry Dog Food Real Duck & Sweet Potato Recipe, 4-lb bag",chicken,COMPLIANT,2026-02-02T11:32:36.918685
9bf97364bdbe,chicken free dry dog food,93449,"ACANA Free Run Poultry Grain-Free Dry Dog Food, 25-lb bag",chicken,VIOLATION,2026-02-02T11:32:37.305976
73bfb627760e,grain free dog food,55842,"Taste of the Wild Southwest Canyon Grain-Free Dry Dog Food, 28-lb bag",grain,COMPLIANT,2026-02-02T11:32:37.456766
5a4a1d321334,grain free dog food,1759414,"Chewy Limited Ingredient Salmon & Sweet Potato Recipe Grain-Free Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-02T11:32:37.640767
527f39c7a02e,grain free dog food,91467,"Taste of the Wild Appalachian Valley Small Breed Grain-Free Dry Dog Food, 28-lb bag",grain,COMPLIANT,2026-02-02T11:32:38.212115
cc2fc8f8ff8c,grain free dog food,119454,"Wholesomes Grain-Free Whitefish Meal & Potatoes Formula Dry Dog Food, 35-lb bag",grain,COMPLIANT,2026-02-02T11:32:38.557513
117d095af25c,grain free dog food,93459,"ACANA Red Meat Grain-Free Dry Dog Food, 13-lb bag",grain,COMPLIANT,2026-02-02T11:32:38.849525
9c70ce83389d,grain free dog food,154551,"Taste of the Wild High Prairie Grain-Free Dry Dog Food, 28-lb bag",grain,COMPLIANT,2026-02-02T11:32:39.373187
0ec14cf4fb2a,grain free dog food,119450,"Wholesomes Grain-Free Beef Meal & Potatoes Formula Dry Dog Food, 35-lb bag",grain,COMPLIANT,2026-02-02T11:32:39.392614
c98e40f867bc,grain free dog food,154549,"Taste of the Wild Pacific Stream Smoke-Flavored Salmon Grain-Free Dry Dog Food, 28-lb bag",grain,COMPLIANT,2026-02-02T11:32:39.607294
2db422bb5b50,grain free dog food,200595,"Merrick Grain-Free Real Salmon & Sweet Potato Recipe Dry Dog Food, 22-lb bag",grain,COMPLIANT,2026-02-02T11:32:40.208760
1bd6ee47c0c6,grain free dog food,1759390,"Chewy Limited Ingredient Lamb & Sweet Potato Recipe Grain-Free Dry Dog Food (FORMERLY AMERICAN JOURNEY), 24-lb bag",grain,COMPLIANT,2026-02-02T11:32:40.213619
3dbd43f5cca4,grain free dog food,51515,"Nature's Recipe Small Breed Grain-Free Chicken, Sweet Potato & Pumpkin Recipe Dry Dog Food, 4-lb bag",grain,COMPLIANT,2026-02-02T11:32:40.360343
ca50762ca94f,grain free dog food,49073,"Taste of the Wild Sierra Mountain Grain-Free Dry Dog Food, 5-lb bag",grain,COMPLIANT,2026-02-02T11:32:41.103642
3e8c87def0b6,grain free dog food,154544,"Taste of the Wild Wetlands Grain-Free Dry Dog Food, 28-lb bag",grain,COMPLIANT,2026-02-02T11:32:41.116912
c4e44bddd63e,grain free dog food,93449,"ACANA Free Run Poultry Grain-Free Dry Dog Food, 25-lb bag",grain,COMPLIANT,2026-02-02T11:32:41.322447
bb12ecc0bf59,grain free dog food,1759462,"Chewy Limited Ingredient Venison & Sweet Potato Recipe Grain-Free Dry Dog Food (FORMERLY AMERICAN JOURNEY), 24-lb bag",grain,COMPLIANT,2026-02-02T11:32:41.816624
e51ef00fcc0a,grain free dog food,154557,"Taste of the Wild Pacific Stream Smoke-Flavored Salmon Puppy Recipe Grain-Free Dry Dog Food, 28-lb bag",grain,COMPLIANT,2026-02-02T11:32:41.854157
be5e9ea1d9aa,grain free dog food,203397,"Merrick Grain-Free Dry Dog Food Real Bison, Beef & Sweet Potato Recipe, 22-lb bag",grain,COMPLIANT,2026-02-02T11:32:42.073654
9e618795c93a,grain free dog food,237953,"Natural Balance Limited Ingredient Grain-Free Salmon & Sweet Potato Small Breed Bites Recipe Dry Dog Food, 4-lb bag",grain,COMPLIANT,2026-02-02T11:32:42.544308
a146cc0d92d0,grain free dog food,915110,"Nature's Recipe Grain-Free Salmon, Sweet Potato & Pumpkin Recipe Dry Dog Food, 34-lb bag",grain,COMPLIANT,2026-02-02T11:32:42.770239
42a16a0d3ed6,grain free dog food,1759438,"Chewy Limited Ingredient Turkey & Sweet Potato Recipe Grain-Free Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-02T11:32:43.284468
c5c5a7b3f1e5,grain free dog food,89963,"Nutrish Grain-Free Salmon & Sweet Potato Recipe Dry Dog Food, 23-lb bag (Rachael Ray)",grain,COMPLIANT,2026-02-02T11:32:43.371548
dfe5e25585a2,grain free dog food,200579,"Merrick Real Beef + Sweet Potato Recipe Grain-Free Chicken-Free Adult Dry Dog Food, 10-lb bag",grain,COMPLIANT,2026-02-02T11:32:43.711748
3562f88ae0e3,grain free dog food,91471,"Taste of the Wild Pine Forest Grain-Free Dry Dog Food, 28-lb bag",grain,COMPLIANT,2026-02-02T11:32:44.071380
d188f99abc78,grain free dog food,51500,"Nature's Recipe Grain-Free Chicken, Sweet Potato & Pumpkin Recipe Dry Dog Food, 4-lb bag",grain,COMPLIANT,2026-02-02T11:32:44.460387
c708804b8b82,grain free dog food,259527,"ACANA Singles Limited Ingredient Beef & Pumpkin Grain-Free High-Protein Dry Dog Food, 22.5-lb bag",grain,COMPLIANT,2026-02-02T11:32:44.815299
58889f1a1fad,grain free dog food,93456,"ACANA Freshwater Fish Grain-Free Dry Dog Food, 25-lb bag",grain,COMPLIANT,2026-02-02T11:32:44.843652
87573c97dd18,grain free dog food,253856,"Merrick Real Chicken + Sweet Potato Recipe Grain-Free Adult Dry Dog Food, 30-lb bag",grain,COMPLIANT,2026-02-02T11:32:45.146159
1ce8fa0a0a91,grain free dog food,280099,"Natural Balance Limited Ingredient Reserve Grain-Free Sweet Potato & Bison Recipe Dry Dog Food, 22-lb bag",grain,COMPLIANT,2026-02-02T11:32:45.640230
b740a3ed3463,grain free dog food,237945,"Natural Balance Limited Ingredient Grain-Free Salmon & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-02T11:32:45.751632
0419757c0c08,grain free dog food,203094,"Merrick Limited Ingredient Diet Grain-Free Chicken-Free Real Salmon & Sweet Potato Recipe Dry Dog Food, 22-lb bag",grain,COMPLIANT,2026-02-02T11:32:45.936796
df9294238766,grain free dog food,46869,"Blue Buffalo Wilderness Salmon Recipe Adult High-Protein Grain-Free Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-02T11:32:46.522562
010854bfbe4c,grain free dog food,200605,"Merrick Grain-Free Dry Dog Food Healthy Weight Recipe, 22-lb bag",grain,COMPLIANT,2026-02-02T11:32:46.741731
4e65f182e025,grain free dog food,237939,"Natural Balance Limited Ingredient Grain-Free Chicken & Sweet Potato Recipe Dry Dog Food, 24-lb bag",grain,COMPLIANT,2026-02-02T11:32:47.070191
5fde15b87238,grain free dog food,114513,"Wellness CORE+ Grain-Free Wild Game Recipe with Freeze-Dried Lamb Dry Dog Food, 10-lb bag",grain,COMPLIANT,2026-02-02T11:32:47.330568
b3e91174c434,grain free dog food,203098,"Merrick Limited Ingredient Diet Grain-Free Chicken-Free Real Lamb & Sweet Potato Recipe Dry Dog Food, 22-lb bag",grain,COMPLIANT,2026-02-02T11:32:47.526902
1936bf4eeee4,grain free dog food,62156,"Diamond Naturals Grain-Free Beef & Sweet Potato Formula Dry Dog Food, 28-lb bag",grain,COMPLIANT,2026-02-02T11:32:47.812567
4a49525b123e,grain free dog treats,71477,"Hill's Grain-Free Soft-Baked Naturals with Duck & Pumpkin Dog Treats, 8-oz bag",grain,VIOLATION,2026-02-02T11:32:48.350326
0cf463764674,grain free dog treats,149983,"Old Mother Hubbard by Wellness Classic P-Nuttier 'N Nanners Grain-Free Mini Oven-Baked Biscuits Dog Treats, 16-oz bag",grain,COMPLIANT,2026-02-02T11:32:48.377919
ed1f3f171829,grain free dog treats,252021,"Blue Buffalo Wilderness Trail Treats Grain-Free Duck Biscuits Dog Treats, 24-oz bag",grain,COMPLIANT,2026-02-02T11:32:48.550093
7f7c0092d460,grain free dog treats,125858,"American Journey Salmon Recipe Grain-Free Oven Baked Biscuit Dog Treats, 8-oz bag",grain,COMPLIANT,2026-02-02T11:32:49.119390
e24db2fb5546,grain free dog treats,105148,"Get Naked Digestive Health Grain-Free Dental Stick Dog Treats, 18 count, Small",grain,COMPLIANT,2026-02-02T11:32:49.206818
ed8687ea7728,grain free dog treats,157266,"Newman's Own Snack Sticks Chicken Recipe Grain-Free Dog Treats, 5-oz bag",grain,COMPLIANT,2026-02-02T11:32:49.361100
c6bef4f04d70,grain free dog treats,60704,"Buddy Biscuits Softies with Grilled Beef Grain-Free Soft & Chewy Dog Treats, 5-oz bag",grain,COMPLIANT,2026-02-02T11:32:49.874070
c5092aab059e,grain free dog treats,1759990,"Chewy Soft-Baked With Peanut Butter & Banana Grain-Free Dog Treats, 8-oz bag",grain,COMPLIANT,2026-02-02T11:32:50.309340
a3d76ea883b1,grain free dog treats,141829,"Rachael Ray Nutrish Turkey Bites Hickory Smoke Bacon Recipe Grain-Free Dog Treats, 12-oz bag",grain,COMPLIANT,2026-02-02T11:32:50.535767
0f69c97ad6b1,grain free dog treats,60706,"Buddy Biscuits Softies with Roasted Chicken Grain-Free Soft & Chewy Dog Treats, 5-oz bag",grain,COMPLIANT,2026-02-02T11:32:50.785740
94bd8cbe4419,grain free dog treats,208493,"Blue Buffalo Wilderness Trail Treats Grain-Free Variety Pack Crunchy Dog Treats Biscuits, 10-oz bag, 3 count",grain,COMPLIANT,2026-02-02T11:32:51.255437
338ca921e9e7,grain free dog treats,105162,"Get Naked Joint Health Grain-Free Dental Stick Dog Treats, 18 count, Small",grain,COMPLIANT,2026-02-02T11:32:51.409278
6dba7078936e,grain free dog treats,1759830,"Chewy Soft-Baked Turkey Recipe Grain-Free Dog Treats, 8-oz bag",grain,COMPLIANT,2026-02-02T11:32:51.786174
e2adf36bd14a,grain free dog treats,157268,"Newman's Own Snack Sticks Chicken & Sweet Potato Recipe Grain-Free Dog Treats, 5-oz bag",grain,COMPLIANT,2026-02-02T11:32:52.005976
ee6e10f3284e,grain free dog treats,71479,"Hill's Grain-Free Soft-Baked Naturals with Beef & Sweet Potatoes Dog Treats, 8-oz bag",grain,COMPLIANT,2026-02-02T11:32:52.423237
689d7fefd14a,grain free dog treats,74208,"Hill's Grain-Free Crunchy Naturals with Chicken & Apples Dog Treats, 8-oz bag",grain,VIOLATION,2026-02-02T11:32:52.605706
66efdef8f3da,grain free dog treats,77102,"Merrick Power Bites Turducken Recipe Grain-Free Soft & Chewy Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-02T11:32:52.897254
5ce81f6202b2,grain free dog treats,203879,"Plato Small Bites Salmon Grain-Free Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-02T11:32:53.326448
0f0b0560ae44,grain free dog treats,71478,"Hill's Grain-Free Soft-Baked Naturals with Chicken & Carrots Dog Treats, 8-oz bag",grain,COMPLIANT,2026-02-02T11:32:53.517770
bfcdfb75d39b,grain free dog treats,77106,"Merrick Power Bites Real Salmon Recipe Grain-Free Soft & Chewy Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-02T11:32:53.705326
926af4082c24,grain free dog treats,99714,"Three Dog Bakery Soft Baked Woofers Grain-Free Peanut Butter Banana Dog Treats, 13-oz box",grain,COMPLIANT,2026-02-02T11:32:54.303794
87cff3c2aa84,grain free dog treats,241537,"American Journey Duck Recipe Grain-Free Oven Baked Crunchy Biscuit Dog Treats, 8-oz bag",grain,COMPLIANT,2026-02-02T11:32:54.434350
8bfe887d6760,grain free dog treats,1027702,"American Journey Lamb Recipe Grain-Free Soft & Chewy Snacking Sticks Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-02T11:32:54.541644
49731dcefb39,grain free dog treats,151160,"American Journey Salmon Recipe Grain-Free Soft & Chewy Training Bits Dog Treats, 4-oz bag",grain,COMPLIANT,2026-02-02T11:32:55.055978
b507a0cb796a,grain free dog treats,141710,"American Journey with Peanut Butter Grain-Free Oven Baked Crunchy Biscuit Dog Treats, 16-oz bag",grain,COMPLIANT,2026-02-02T11:32:55.308777
c4a469317a96,grain free dog treats,60703,"Buddy Biscuits Grain-Free Peanut Butter Dog Treats, 14-oz box",grain,COMPLIANT,2026-02-02T11:32:55.403961
141a813a4354,grain free dog treats,265014,"Inaba Churu Bites Wraps Chicken with Salmon Recipe Grain-Free Soft & Chewy Dog Treats, 0.42-oz, pack of 8",grain,COMPLIANT,2026-02-02T11:32:56.036789
4b6af576b7e8,grain free dog treats,92789,"Blue Buffalo Wilderness Trail Treats Grain-Free Turkey Biscuits Dog Treats, 24-oz bag",grain,COMPLIANT,2026-02-02T11:32:56.110003
8fcccec0373a,grain free dog treats,62742,"Wellness Crunchy WellBars Grain-Free Yogurt, Apples & Bananas Baked Dog Treats, 45-oz bag",grain,COMPLIANT,2026-02-02T11:32:56.298588
bf0943b3dc97,grain free dog treats,114130,"American Journey Lamb Recipe Grain-Free Oven Baked Crunchy Biscuit Dog Treats, 8-oz bag",grain,COMPLIANT,2026-02-02T11:32:56.867374
d8734c3f7e23,grain free dog treats,149905,"Blue Buffalo Wilderness Trail Treats Grain-Free Salmon Biscuits Dog Treats, 24-oz bag",grain,COMPLIANT,2026-02-02T11:32:57.046695
152b25b6ac46,grain free dog treats,77100,"Merrick Power Bites Real Texas Beef Recipe Grain-Free Soft & Chewy Dog Treats, 6-oz bag",grain,COMPLIANT,2026-02-02T11:32:57.331605
22dc81c8fcc9,grain free dog treats,1759958,"Chewy Soft-Baked Beef Recipe Grain-Free Dog Treats (FORMERLY AMERICAN JOURNEY), 8-oz bag",grain,COMPLIANT,2026-02-02T11:32:57.641300
cadaefeadb91,grain free dog treats,260879,"ACANA Singles Beef & Pumpkin Grain-Free Limited Ingredients & Freeze-Dried Dog Treats, 3.25-oz bag",grain,COMPLIANT,2026-02-02T11:32:57.768209
1a2e113c1458,grain free dog treats,1759774,"Chewy Soft-Baked Chicken Recipe Grain-Free Dog Treats (FORMERLY AMERICAN JOURNEY), 8-oz bag",grain,COMPLIANT,2026-02-02T11:32:58.121590
aa5bbeff6d1d,grain free dry cat food,119111,"Instinct Original Real Chicken Recipe Grain-Free Dry Cat Food, 11-lb bag",grain,COMPLIANT,2026-02-02T11:32:58.526872
87b5cc95af46,grain free dry cat food,49081,"Taste of the Wild Rocky Mountain Roasted Venison & Smoke-Flavored Salmon Grain-Free Dry Cat Food, 5-lb bag",grain,COMPLIANT,2026-02-02T11:32:58.798183
f1a19202dd75,grain free dog treats,105214,"Get Naked Skin & Coat Health Grain-Free Dental Stick Dog Treats, 6 count, Large",grain,COMPLIANT,2026-02-02T11:32:59.309885
0e3d0ebaf97b,grain free dry cat food,119114,"Instinct Original Real Rabbit Recipe Grain-Free Dry Cat Food, 4.5-lb bag",grain,COMPLIANT,2026-02-02T11:32:59.494169
87326ae1d823,grain free dry cat food,907174,"Blue Buffalo Wilderness Salmon Recipe Grain-Free Dry Cat Food, 9.5-lb bag",grain,COMPLIANT,2026-02-02T11:32:59.639074
60275648b092,grain free dry cat food,79002,"Purina Beyond Grain-Free Natural Simply Wild Caught Whitefish & Cage Free Egg Recipe Dry Cat Food, 3-lb bag",grain,COMPLIANT,2026-02-02T11:33:00.057902
08c09cc351a3,grain free dry cat food,122324,"Instinct Original Real Salmon Recipe Grain-Free Dry Cat Food, 10-lb bag",grain,COMPLIANT,2026-02-02T11:33:00.785565
0ad30cc1ada7,grain free dry cat food,64300,"Merrick Purrfect Bistro Grain-Free Real Chicken + Sweet Potato Recipe Adult Dry Cat Food, 4-lb bag",grain,COMPLIANT,2026-02-02T11:33:00.788227
969a072ed73f,grain free dry cat food,122326,"Instinct Original Real Chicken Recipe Grain-Free Kitten Dry Cat Food, 4.5-lb bag",grain,COMPLIANT,2026-02-02T11:33:01.204318
16e495e7da13,grain free dry cat food,119125,"Instinct Limited Ingredient Diet Real Rabbit Recipe Grain-Free Dry Cat Food, 10-lb bag",grain,COMPLIANT,2026-02-02T11:33:01.514219
2b0f4470ddd4,grain free dry cat food,752574,"Reveal Natural Complete & Balanced Grain-Free Chicken Recipe Dry Cat Food, 3-lb bag",grain,COMPLIANT,2026-02-02T11:33:02.033026
8392d467d0f2,grain free dry cat food,51730,"Blue Buffalo Freedom Indoor Adult Chicken Recipe Grain-Free Dry Cat Food, 11-lb bag",grain,COMPLIANT,2026-02-02T11:33:02.192973
12fee4c4a28f,grain free dry cat food,251416,"Nulo FreeStyle Turkey & Duck Recipe with Omega Fatty Acids High Protein & Grain-Free Dry Cat & Kitten Food, 14-lb bag",grain,COMPLIANT,2026-02-02T11:33:02.392144
4aadfb30058f,grain free dry cat food,217323,"I and Love and You Naked Essentials Salmon & Trout Recipe Grain-Free Dry Cat Food, 11-lb bag",grain,COMPLIANT,2026-02-02T11:33:02.719919
ccbc3ecab37f,grain free dry cat food,87831,"Merrick Purrfect Bistro Grain-Free Real Salmon + Sweet Potato Recipe Adult Dry Cat Food, 7-lb bag",grain,COMPLIANT,2026-02-02T11:33:02.959646
415f35e381f4,grain free dry cat food,752590,"Reveal Natural Complete & Balanced Grain-Free Whitefish Recipe Dry Cat Food, 3-lb bag",grain,COMPLIANT,2026-02-02T11:33:03.180895
4b940c97b92b,grain free dry cat food,119107,"Instinct Ultimate Protein Cage-Free Chicken Recipe Grain-Free Dry Cat Food, 10-lb bag",grain,COMPLIANT,2026-02-02T11:33:03.684672
4ed2e8818b8b,grain free dry cat food,119552,"Wellness CORE Grain-Free Original Formula Natural Dry Cat Food, 5-lb bag",grain,COMPLIANT,2026-02-02T11:33:03.704877
b53d91da56d9,grain free dry cat food,220503,"Taste of the Wild Lowland Creek Roasted Quail & Roasted Duck Grain-Free Dry Cat Food, 14-lb bag",grain,COMPLIANT,2026-02-02T11:33:03.975400
205818a17672,grain free dry cat food,119118,"Instinct Raw Boost Real Chicken Recipe Grain-Free Dry Cat Food, 10-lb bag",grain,COMPLIANT,2026-02-02T11:33:04.525349
bb2fd6327187,grain free dry cat food,119127,"Instinct Limited Ingredient Diet Real Turkey Recipe Grain-Free Dry Cat Food, 11-lb bag",grain,COMPLIANT,2026-02-02T11:33:04.602649
1df547f66ea5,grain free dry cat food,1022246,"Natural Balance Limited Ingredient Grain-Free Duck & Green Pea Recipe Dry Cat Food, 4-lb bag",grain,COMPLIANT,2026-02-02T11:33:04.686046
8bbb21346442,grain free dry cat food,1026286,"ORIJEN Six Fish Grain-Free High-Protein Premium Dry Cat Food, 7-lb bag",grain,COMPLIANT,2026-02-02T11:33:05.495747
2d5fe1a37de3,grain free dry cat food,1464718,"Earthborn Holistic Wild Sea Catch Salmon & Vegetables Grain-Free Dry Cat Food, 12.5-lb",grain,COMPLIANT,2026-02-02T11:33:05.726626
1cb6fa8d0015,grain free dry cat food,732854,"Natural Balance Limited Ingredient Grain-Free Salmon & Green Pea Recipe Dry Cat Food, 4-lb bag",grain,COMPLIANT,2026-02-02T11:33:06.056563
0de73a8b0c13,grain free dry cat food,131587,"American Journey Salmon Recipe Grain-Free Dry Cat Food, 5-lb bag",grain,COMPLIANT,2026-02-02T11:33:06.282813
aa0434dcf9bb,grain free dry cat food,114504,"Wellness Complete Health Natural Grain-Free Deboned Chicken & Chicken Meal Dry Cat Food, 11.5-lb bag",grain,COMPLIANT,2026-02-02T11:33:06.774521
a4943bb6d161,grain free dry cat food,145465,"Wellness Complete Health Grain-Free Indoor Deboned Chicken Recipe Dry Cat Food, 5.5-lb bag",grain,COMPLIANT,2026-02-02T11:33:06.997710
5b2634ae2d62,grain free dry cat food,119557,"Wellness CORE Grain-Free Kitten Formula Natural Dry Cat Food, 5-lb bag",grain,COMPLIANT,2026-02-02T11:33:07.084245
14b887b10fc6,grain free dry cat food,1323422,"Fussie Cat Market Fresh Salmon Recipe Grain-Free Dry Cat Food, 10-lb bag",grain,COMPLIANT,2026-02-02T11:33:07.803570
8de84bc0be35,grain free dry cat food,3310062,"Cat Person by Weruva Duck & Turkey Grain-Free Dry Cat Food, 4-lb bag",grain,COMPLIANT,2026-02-02T11:33:07.841706
38b5429f3bd5,grain free dry cat food,119108,"Instinct Ultimate Protein Cage-Free Duck Recipe Grain-Free Dry Cat Food, 4-lb bag",grain,COMPLIANT,2026-02-02T11:33:07.898783
2e4fb8761fd5,grain free dry cat food,131577,"American Journey Chicken Recipe Grain-Free Dry Cat Food, 5-lb bag",grain,COMPLIANT,2026-02-02T11:33:08.646340
17d8c144744f,grain free dry cat food,703678,"BIXBI Liberty Chicken Recipe Grain-Free Dry Cat Food, 10-lb bag",grain,COMPLIANT,2026-02-02T11:33:08.649412
9ee48bc8e89e,grain free dry cat food,703694,"BIXBI Liberty Digestive Health Chicken Recipe Grain-Free Dry Cat Food, 3-lb bag",grain,COMPLIANT,2026-02-02T11:33:08.754310
